"Trigger_ID","Target_Category","Display_Title","Threshold_Orb","Progress_Max_Days","Arrival_Text","Next_Action_Hint"
"LEADERSHIP_AWAKENING_LONG_NEG_EXIT","Work","仕事面の負荷を抜けるまで","4","60","仕事面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"MIND_BODY_BALANCE_MOON_POS","Health","心と体の調和が完璧に整うまで","3","3","無理のないリズムが定着し、ベストパフォーマンスを出せる日です。","軽い運動と瞑想をルーティン化し、自分のバイオリズムを記録して。"
"MIND_BODY_BALANCE_MOON_NEG_EXIT","Health","心身面の負荷を抜けるまで","3","3","心身面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"MIND_BODY_BALANCE_SHORT_POS","Health","心と体の調和が完璧に整うまで","3","7","無理のないリズムが定着し、ベストパフォーマンスを出せる日です。","軽い運動と瞑想をルーティン化し、自分のバイオリズムを記録して。"
"MIND_BODY_BALANCE_SHORT_NEG_EXIT","Health","心身面の負荷を抜けるまで","3","7","心身面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"MIND_BODY_BALANCE_MID_POS","Health","心と体の調和が完璧に整うまで","3","30","無理のないリズムが定着し、ベストパフォーマンスを出せる日です。","軽い運動と瞑想をルーティン化し、自分のバイオリズムを記録して。"
"MIND_BODY_BALANCE_MID_NEG_EXIT","Health","心身面の負荷を抜けるまで","3","30","心身面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"MIND_BODY_BALANCE_LONG_POS","Health","心と体の調和が完璧に整うまで","3","60","無理のないリズムが定着し、ベストパフォーマンスを出せる日です。","軽い運動と瞑想をルーティン化し、自分のバイオリズムを記録して。"
"MIND_BODY_BALANCE_LONG_NEG_EXIT","Health","心身面の負荷を抜けるまで","3","60","心身面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"SOCIAL_CONTRIBUTION_MOON_POS","General","あなたの活動が社会に届くまで","6","3","個人的な試みが公的な価値を持ち始める日。貢献の喜びを知るでしょう。","自分のスキルが誰を救えるかを再定義し、発信の質を高めておきましょう。"
"SOCIAL_CONTRIBUTION_MOON_NEG_EXIT","General","運勢面の負荷を抜けるまで","6","3","運勢面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"SOCIAL_CONTRIBUTION_SHORT_POS","General","あなたの活動が社会に届くまで","6","25","個人的な試みが公的な価値を持ち始める日。貢献の喜びを知るでしょう。","自分のスキルが誰を救えるかを再定義し、発信の質を高めておきましょう。"
"SOCIAL_CONTRIBUTION_SHORT_NEG_EXIT","General","運勢面の負荷を抜けるまで","6","25","運勢面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"SOCIAL_CONTRIBUTION_MID_POS","General","あなたの活動が社会に届くまで","6","30","個人的な試みが公的な価値を持ち始める日。貢献の喜びを知るでしょう。","自分のスキルが誰を救えるかを再定義し、発信の質を高めておきましょう。"
"SOCIAL_CONTRIBUTION_MID_NEG_EXIT","General","運勢面の負荷を抜けるまで","6","30","運勢面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"SOCIAL_CONTRIBUTION_LONG_POS","General","あなたの活動が社会に届くまで","6","60","個人的な試みが公的な価値を持ち始める日。貢献の喜びを知るでしょう。","自分のスキルが誰を救えるかを再定義し、発信の質を高めておきましょう。"
"SOCIAL_CONTRIBUTION_LONG_NEG_EXIT","General","運勢面の負荷を抜けるまで","6","60","運勢面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"DESTINY_MEETING_MOON_POS","Love","運命を感じる人物と出会うまで","3","3","魂が引き合うような、強い引力を感じる出会いの日。逃さないで。","直感を研ぎ澄ませ、いつもとは違う場所やイベントに足を運ぶ勇気を。"
"DESTINY_MEETING_MOON_NEG_EXIT","Love","恋愛面の負荷を抜けるまで","3","3","恋愛面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"DESTINY_MEETING_SHORT_POS","Love","運命を感じる人物と出会うまで","3","10","魂が引き合うような、強い引力を感じる出会いの日。逃さないで。","直感を研ぎ澄ませ、いつもとは違う場所やイベントに足を運ぶ勇気を。"
"DESTINY_MEETING_SHORT_NEG_EXIT","Love","恋愛面の負荷を抜けるまで","3","10","恋愛面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"DESTINY_MEETING_MID_POS","Love","運命を感じる人物と出会うまで","3","30","魂が引き合うような、強い引力を感じる出会いの日。逃さないで。","直感を研ぎ澄ませ、いつもとは違う場所やイベントに足を運ぶ勇気を。"
"DESTINY_MEETING_MID_NEG_EXIT","Love","恋愛面の負荷を抜けるまで","3","30","恋愛面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"DESTINY_MEETING_LONG_POS","Love","運命を感じる人物と出会うまで","3","60","魂が引き合うような、強い引力を感じる出会いの日。逃さないで。","直感を研ぎ澄ませ、いつもとは違う場所やイベントに足を運ぶ勇気を。"
"DESTINY_MEETING_LONG_NEG_EXIT","Love","恋愛面の負荷を抜けるまで","3","60","恋愛面の負荷が抜け、落ち着きを取り戻す日。","無理に広げず、影響が抜けるまで整理と回復を優先する。"
"MONEY_ASSET_GROWTH_JUPITER","Money","資産を育てる追い風が強まるまで","6","30","収入や資産形成に前向きな流れが入り、長期的な豊かさを育てやすい日です。","投資、貯蓄、収入源の候補を一度書き出し、伸ばすものを一つ選んでおきましょう。"
"MONEY_ASSET_GROWTH_JUPITER_MOON_POS","Money","資産を育てる追い風が強まるまで","3","3","収入や資産形成に前向きな流れが入り、長期的な豊かさを育てやすい日です。","投資、貯蓄、収入源の候補を一度書き出し、伸ばすものを一つ選んでおきましょう。"
"MONEY_ASSET_GROWTH_JUPITER_MOON_NEG_EXIT","Money","金銭面の負荷を抜けるまで","3","3","お金に関する焦りが落ち着き、現実的な判断を取り戻せる日です。","急な出費や不安を整理し、今月守る予算ラインを確認しておきましょう。"
"MONEY_ASSET_GROWTH_JUPITER_SHORT_POS","Money","資産を育てる追い風が強まるまで","5","14","収入や資産形成に前向きな流れが入り、長期的な豊かさを育てやすい日です。","投資、貯蓄、収入源の候補を一度書き出し、伸ばすものを一つ選んでおきましょう。"
"MONEY_ASSET_GROWTH_JUPITER_SHORT_NEG_EXIT","Money","金銭面の負荷を抜けるまで","5","14","お金に関する焦りが落ち着き、現実的な判断を取り戻せる日です。","急な出費や不安を整理し、今月守る予算ラインを確認しておきましょう。"
"MONEY_ASSET_GROWTH_JUPITER_MID_POS","Money","資産を育てる追い風が強まるまで","7","45","収入や資産形成に前向きな流れが入り、長期的な豊かさを育てやすい日です。","投資、貯蓄、収入源の候補を一度書き出し、伸ばすものを一つ選んでおきましょう。"
"MONEY_ASSET_GROWTH_JUPITER_MID_NEG_EXIT","Money","金銭面の負荷を抜けるまで","7","45","お金に関する焦りが落ち着き、現実的な判断を取り戻せる日です。","急な出費や不安を整理し、今月守る予算ラインを確認しておきましょう。"
"MONEY_ASSET_GROWTH_JUPITER_LONG_POS","Money","資産を育てる追い風が強まるまで","8","90","収入や資産形成に前向きな流れが入り、長期的な豊かさを育てやすい日です。","投資、貯蓄、収入源の候補を一度書き出し、伸ばすものを一つ選んでおきましょう。"
"MONEY_ASSET_GROWTH_JUPITER_LONG_NEG_EXIT","Money","金銭面の負荷を抜けるまで","8","90","お金に関する焦りが落ち着き、現実的な判断を取り戻せる日です。","急な出費や不安を整理し、今月守る予算ラインを確認しておきましょう。"
"MONEY_BUDGET_RESET_SATURN","Money","家計を立て直す安定期まで","5","30","支出の癖が見えやすくなり、堅実な金銭管理へ戻しやすい日です。","固定費、サブスク、未整理の請求を確認し、削れる項目を一つ決めておきましょう。"
"MONEY_BUDGET_RESET_SATURN_MOON_POS","Money","家計を立て直す安定期まで","3","3","支出の癖が見えやすくなり、堅実な金銭管理へ戻しやすい日です。","固定費、サブスク、未整理の請求を確認し、削れる項目を一つ決めておきましょう。"
"MONEY_BUDGET_RESET_SATURN_MOON_NEG_EXIT","Money","金銭面の負荷を抜けるまで","3","3","お金の重さや制限感がほどけ、管理し直す余裕が戻る日です。","責めるよりも整える意識で、最低限守る支払いと貯蓄額を確認しておきましょう。"
"MONEY_BUDGET_RESET_SATURN_SHORT_POS","Money","家計を立て直す安定期まで","5","14","支出の癖が見えやすくなり、堅実な金銭管理へ戻しやすい日です。","固定費、サブスク、未整理の請求を確認し、削れる項目を一つ決めておきましょう。"
"MONEY_BUDGET_RESET_SATURN_SHORT_NEG_EXIT","Money","金銭面の負荷を抜けるまで","5","14","お金の重さや制限感がほどけ、管理し直す余裕が戻る日です。","責めるよりも整える意識で、最低限守る支払いと貯蓄額を確認しておきましょう。"
"MONEY_BUDGET_RESET_SATURN_MID_POS","Money","家計を立て直す安定期まで","7","45","支出の癖が見えやすくなり、堅実な金銭管理へ戻しやすい日です。","固定費、サブスク、未整理の請求を確認し、削れる項目を一つ決めておきましょう。"
"MONEY_BUDGET_RESET_SATURN_MID_NEG_EXIT","Money","金銭面の負荷を抜けるまで","7","45","お金の重さや制限感がほどけ、管理し直す余裕が戻る日です。","責めるよりも整える意識で、最低限守る支払いと貯蓄額を確認しておきましょう。"
"MONEY_BUDGET_RESET_SATURN_LONG_POS","Money","家計を立て直す安定期まで","8","90","支出の癖が見えやすくなり、堅実な金銭管理へ戻しやすい日です。","固定費、サブスク、未整理の請求を確認し、削れる項目を一つ決めておきましょう。"
"MONEY_BUDGET_RESET_SATURN_LONG_NEG_EXIT","Money","金銭面の負荷を抜けるまで","8","90","お金の重さや制限感がほどけ、管理し直す余裕が戻る日です。","責めるよりも整える意識で、最低限守る支払いと貯蓄額を確認しておきましょう。"
"MONEY_VALUE_UP_VENUS","Money","自分の価値が収入へつながるまで","5","14","魅力やセンスが評価され、報酬や買い物の満足度につながりやすい日です。","価格設定、見せ方、プロフィールを整え、自分の価値が伝わる形に磨いておきましょう。"
"MONEY_VALUE_UP_VENUS_MOON_POS","Money","自分の価値が収入へつながるまで","3","3","魅力やセンスが評価され、報酬や買い物の満足度につながりやすい日です。","価格設定、見せ方、プロフィールを整え、自分の価値が伝わる形に磨いておきましょう。"
"MONEY_VALUE_UP_VENUS_MOON_NEG_EXIT","Money","金銭面の負荷を抜けるまで","3","3","浪費や自己評価の揺れが落ち着き、必要なものを選び直せる日です。","欲しいものと必要なものを分け、満足度の高い支出だけを残しておきましょう。"
"MONEY_VALUE_UP_VENUS_SHORT_POS","Money","自分の価値が収入へつながるまで","5","14","魅力やセンスが評価され、報酬や買い物の満足度につながりやすい日です。","価格設定、見せ方、プロフィールを整え、自分の価値が伝わる形に磨いておきましょう。"
"MONEY_VALUE_UP_VENUS_SHORT_NEG_EXIT","Money","金銭面の負荷を抜けるまで","5","14","浪費や自己評価の揺れが落ち着き、必要なものを選び直せる日です。","欲しいものと必要なものを分け、満足度の高い支出だけを残しておきましょう。"
"MONEY_VALUE_UP_VENUS_MID_POS","Money","自分の価値が収入へつながるまで","7","45","魅力やセンスが評価され、報酬や買い物の満足度につながりやすい日です。","価格設定、見せ方、プロフィールを整え、自分の価値が伝わる形に磨いておきましょう。"
"MONEY_VALUE_UP_VENUS_MID_NEG_EXIT","Money","金銭面の負荷を抜けるまで","7","45","浪費や自己評価の揺れが落ち着き、必要なものを選び直せる日です。","欲しいものと必要なものを分け、満足度の高い支出だけを残しておきましょう。"
"MONEY_VALUE_UP_VENUS_LONG_POS","Money","自分の価値が収入へつながるまで","8","90","魅力やセンスが評価され、報酬や買い物の満足度につながりやすい日です。","価格設定、見せ方、プロフィールを整え、自分の価値が伝わる形に磨いておきましょう。"
"MONEY_VALUE_UP_VENUS_LONG_NEG_EXIT","Money","金銭面の負荷を抜けるまで","8","90","浪費や自己評価の揺れが落ち着き、必要なものを選び直せる日です。","欲しいものと必要なものを分け、満足度の高い支出だけを残しておきましょう。"
"MONEY_INCOME_CHANCE_MERCURY","Money","収入につながる情報が届くまで","4","10","副収入、契約、紹介など、お金につながる情報を拾いやすい日です。","気になる案件や連絡先を整理し、条件確認の質問を先に用意しておきましょう。"
"MONEY_INCOME_CHANCE_MERCURY_MOON_POS","Money","収入につながる情報が届くまで","3","3","副収入、契約、紹介など、お金につながる情報を拾いやすい日です。","気になる案件や連絡先を整理し、条件確認の質問を先に用意しておきましょう。"
"MONEY_INCOME_CHANCE_MERCURY_MOON_NEG_EXIT","Money","金銭面の負荷を抜けるまで","3","3","条件の見落としや連絡の混乱が収まり、判断材料を揃えやすい日です。","数字、期限、相手の条件を確認し、曖昧なまま進めない準備をしておきましょう。"
"MONEY_INCOME_CHANCE_MERCURY_SHORT_POS","Money","収入につながる情報が届くまで","5","14","副収入、契約、紹介など、お金につながる情報を拾いやすい日です。","気になる案件や連絡先を整理し、条件確認の質問を先に用意しておきましょう。"
"MONEY_INCOME_CHANCE_MERCURY_SHORT_NEG_EXIT","Money","金銭面の負荷を抜けるまで","5","14","条件の見落としや連絡の混乱が収まり、判断材料を揃えやすい日です。","数字、期限、相手の条件を確認し、曖昧なまま進めない準備をしておきましょう。"
"MONEY_INCOME_CHANCE_MERCURY_MID_POS","Money","収入につながる情報が届くまで","7","45","副収入、契約、紹介など、お金につながる情報を拾いやすい日です。","気になる案件や連絡先を整理し、条件確認の質問を先に用意しておきましょう。"
"MONEY_INCOME_CHANCE_MERCURY_MID_NEG_EXIT","Money","金銭面の負荷を抜けるまで","7","45","条件の見落としや連絡の混乱が収まり、判断材料を揃えやすい日です。","数字、期限、相手の条件を確認し、曖昧なまま進めない準備をしておきましょう。"
"MONEY_INCOME_CHANCE_MERCURY_LONG_POS","Money","収入につながる情報が届くまで","8","90","副収入、契約、紹介など、お金につながる情報を拾いやすい日です。","気になる案件や連絡先を整理し、条件確認の質問を先に用意しておきましょう。"
"MONEY_INCOME_CHANCE_MERCURY_LONG_NEG_EXIT","Money","金銭面の負荷を抜けるまで","8","90","条件の見落としや連絡の混乱が収まり、判断材料を揃えやすい日です。","数字、期限、相手の条件を確認し、曖昧なまま進めない準備をしておきましょう。"
"HEALTH_RECOVERY_MOON","Health","心身の回復リズムが整うまで","3","3","休息の質が上がり、心と体の緊張がゆるみやすい日です。","予定を詰め込みすぎず、睡眠、温かい食事、安心できる環境を先に確保しましょう。"
"HEALTH_RECOVERY_MOON_MOON_POS","Health","心身の回復リズムが整うまで","3","3","休息の質が上がり、心と体の緊張がゆるみやすい日です。","予定を詰め込みすぎず、睡眠、温かい食事、安心できる環境を先に確保しましょう。"
"HEALTH_RECOVERY_MOON_MOON_NEG_EXIT","Health","心身面の負荷を抜けるまで","3","3","疲労感や気分の波が落ち着き、無理のないペースへ戻せる日です。","消耗の原因を一つ減らし、回復に必要な時間を予定表に入れておきましょう。"
"HEALTH_RECOVERY_MOON_SHORT_POS","Health","心身の回復リズムが整うまで","5","10","休息の質が上がり、心と体の緊張がゆるみやすい日です。","予定を詰め込みすぎず、睡眠、温かい食事、安心できる環境を先に確保しましょう。"
"HEALTH_RECOVERY_MOON_SHORT_NEG_EXIT","Health","心身面の負荷を抜けるまで","5","10","疲労感や気分の波が落ち着き、無理のないペースへ戻せる日です。","消耗の原因を一つ減らし、回復に必要な時間を予定表に入れておきましょう。"
"HEALTH_RECOVERY_MOON_MID_POS","Health","心身の回復リズムが整うまで","6","30","休息の質が上がり、心と体の緊張がゆるみやすい日です。","予定を詰め込みすぎず、睡眠、温かい食事、安心できる環境を先に確保しましょう。"
"HEALTH_RECOVERY_MOON_MID_NEG_EXIT","Health","心身面の負荷を抜けるまで","6","30","疲労感や気分の波が落ち着き、無理のないペースへ戻せる日です。","消耗の原因を一つ減らし、回復に必要な時間を予定表に入れておきましょう。"
"HEALTH_RECOVERY_MOON_LONG_POS","Health","心身の回復リズムが整うまで","8","60","休息の質が上がり、心と体の緊張がゆるみやすい日です。","予定を詰め込みすぎず、睡眠、温かい食事、安心できる環境を先に確保しましょう。"
"HEALTH_RECOVERY_MOON_LONG_NEG_EXIT","Health","心身面の負荷を抜けるまで","8","60","疲労感や気分の波が落ち着き、無理のないペースへ戻せる日です。","消耗の原因を一つ減らし、回復に必要な時間を予定表に入れておきましょう。"
"HEALTH_ROUTINE_RESET_SATURN","Health","生活リズムを立て直す安定期まで","5","30","睡眠、食事、運動の基本を整え直し、体調管理を継続しやすい日です。","起床時間、食事時間、軽い運動のどれか一つを固定し、続けやすい形にしましょう。"
"HEALTH_ROUTINE_RESET_SATURN_MOON_POS","Health","生活リズムを立て直す安定期まで","3","3","睡眠、食事、運動の基本を整え直し、体調管理を継続しやすい日です。","起床時間、食事時間、軽い運動のどれか一つを固定し、続けやすい形にしましょう。"
"HEALTH_ROUTINE_RESET_SATURN_MOON_NEG_EXIT","Health","心身面の負荷を抜けるまで","3","3","乱れた習慣の影響が落ち着き、現実的な整え直しができる日です。","完璧を狙わず、今日から戻せる小さな習慣を一つだけ決めておきましょう。"
"HEALTH_ROUTINE_RESET_SATURN_SHORT_POS","Health","生活リズムを立て直す安定期まで","5","10","睡眠、食事、運動の基本を整え直し、体調管理を継続しやすい日です。","起床時間、食事時間、軽い運動のどれか一つを固定し、続けやすい形にしましょう。"
"HEALTH_ROUTINE_RESET_SATURN_SHORT_NEG_EXIT","Health","心身面の負荷を抜けるまで","5","10","乱れた習慣の影響が落ち着き、現実的な整え直しができる日です。","完璧を狙わず、今日から戻せる小さな習慣を一つだけ決めておきましょう。"
"HEALTH_ROUTINE_RESET_SATURN_MID_POS","Health","生活リズムを立て直す安定期まで","6","30","睡眠、食事、運動の基本を整え直し、体調管理を継続しやすい日です。","起床時間、食事時間、軽い運動のどれか一つを固定し、続けやすい形にしましょう。"
"HEALTH_ROUTINE_RESET_SATURN_MID_NEG_EXIT","Health","心身面の負荷を抜けるまで","6","30","乱れた習慣の影響が落ち着き、現実的な整え直しができる日です。","完璧を狙わず、今日から戻せる小さな習慣を一つだけ決めておきましょう。"
"HEALTH_ROUTINE_RESET_SATURN_LONG_POS","Health","生活リズムを立て直す安定期まで","8","60","睡眠、食事、運動の基本を整え直し、体調管理を継続しやすい日です。","起床時間、食事時間、軽い運動のどれか一つを固定し、続けやすい形にしましょう。"
"HEALTH_ROUTINE_RESET_SATURN_LONG_NEG_EXIT","Health","心身面の負荷を抜けるまで","8","60","乱れた習慣の影響が落ち着き、現実的な整え直しができる日です。","完璧を狙わず、今日から戻せる小さな習慣を一つだけ決めておきましょう。"
"HEALTH_DETOX_NEPTUNE","Health","深い浄化と休息が進むまで","6","45","心に溜まった疲れや情報過多を手放し、静かに回復しやすい日です。","SNSや刺激の強い情報を控え、入浴、瞑想、早寝など静かなケアを準備しましょう。"
"HEALTH_DETOX_NEPTUNE_MOON_POS","Health","深い浄化と休息が進むまで","3","3","心に溜まった疲れや情報過多を手放し、静かに回復しやすい日です。","SNSや刺激の強い情報を控え、入浴、瞑想、早寝など静かなケアを準備しましょう。"
"HEALTH_DETOX_NEPTUNE_MOON_NEG_EXIT","Health","心身面の負荷を抜けるまで","3","3","ぼんやりした不調や感情の重さが抜け、呼吸が深くなりやすい日です。","無理に答えを出さず、眠る前の情報量と予定量を減らしておきましょう。"
"HEALTH_DETOX_NEPTUNE_SHORT_POS","Health","深い浄化と休息が進むまで","5","10","心に溜まった疲れや情報過多を手放し、静かに回復しやすい日です。","SNSや刺激の強い情報を控え、入浴、瞑想、早寝など静かなケアを準備しましょう。"
"HEALTH_DETOX_NEPTUNE_SHORT_NEG_EXIT","Health","心身面の負荷を抜けるまで","5","10","ぼんやりした不調や感情の重さが抜け、呼吸が深くなりやすい日です。","無理に答えを出さず、眠る前の情報量と予定量を減らしておきましょう。"
"HEALTH_DETOX_NEPTUNE_MID_POS","Health","深い浄化と休息が進むまで","6","30","心に溜まった疲れや情報過多を手放し、静かに回復しやすい日です。","SNSや刺激の強い情報を控え、入浴、瞑想、早寝など静かなケアを準備しましょう。"
"HEALTH_DETOX_NEPTUNE_MID_NEG_EXIT","Health","心身面の負荷を抜けるまで","6","30","ぼんやりした不調や感情の重さが抜け、呼吸が深くなりやすい日です。","無理に答えを出さず、眠る前の情報量と予定量を減らしておきましょう。"
"HEALTH_DETOX_NEPTUNE_LONG_POS","Health","深い浄化と休息が進むまで","8","60","心に溜まった疲れや情報過多を手放し、静かに回復しやすい日です。","SNSや刺激の強い情報を控え、入浴、瞑想、早寝など静かなケアを準備しましょう。"
"HEALTH_DETOX_NEPTUNE_LONG_NEG_EXIT","Health","心身面の負荷を抜けるまで","8","60","ぼんやりした不調や感情の重さが抜け、呼吸が深くなりやすい日です。","無理に答えを出さず、眠る前の情報量と予定量を減らしておきましょう。"
"CREATIVE_ENDEAVOR_SHORT_NEG_EXIT","Work","創作面の負荷を抜けるまで","5","10","表現や制作の詰まりがほどけ、もう一度手を動かしやすい日です。","完成度を急がず、下書きや試作品として出せる形を一つ用意しておきましょう。"
"DAILY_ROUTINE_ADJUSTMENT_SHORT_NEG_EXIT","Health","日常リズムの乱れを抜けるまで","5","10","生活の小さな乱れが落ち着き、無理なく日常を立て直せる日です。","起床、食事、片づけのうち、今日戻す習慣を一つだけ決めておきましょう。"
"HOME_STABILITY_IC_SHORT_NEG_EXIT","General","家庭面の負荷を抜けるまで","5","10","家や身近な居場所に関する負担が和らぎ、安心を取り戻しやすい日です。","家の中で気になっている場所を一つ整え、落ち着ける空間を作っておきましょう。"
"HOUSE_BRIGHTENING_LONG_NEG","General","住環境の停滞を抜けるまで","8","60","住まいや生活環境の重さがほどけ、空間を明るく整え直せる日です。","不要なものを一つ手放し、光や風が入りやすい場所から整えておきましょう。"
"LOVE_REPAIR_MERCURY","Love","すれ違いを話し合える対話期まで","4","10","言葉の行き違いがほどけ、関係を修復するための会話がしやすい日です。","責める言葉ではなく、感じたことと望むことを短く伝える準備をしておきましょう。"
"LOVE_REPAIR_MERCURY_MOON_POS","Love","すれ違いを話し合える対話期まで","3","3","言葉の行き違いがほどけ、関係を修復するための会話がしやすい日です。","責める言葉ではなく、感じたことと望むことを短く伝える準備をしておきましょう。"
"LOVE_REPAIR_MERCURY_MOON_NEG_EXIT","Love","恋愛面の負荷を抜けるまで","3","3","誤解や返信待ちの重さが和らぎ、落ち着いて向き合える日です。","未送信の言葉や不安を書き出し、伝える必要があるものだけを残しましょう。"
"LOVE_REPAIR_MERCURY_SHORT_POS","Love","すれ違いを話し合える対話期まで","5","10","言葉の行き違いがほどけ、関係を修復するための会話がしやすい日です。","責める言葉ではなく、感じたことと望むことを短く伝える準備をしておきましょう。"
"LOVE_REPAIR_MERCURY_SHORT_NEG_EXIT","Love","恋愛面の負荷を抜けるまで","5","10","誤解や返信待ちの重さが和らぎ、落ち着いて向き合える日です。","未送信の言葉や不安を書き出し、伝える必要があるものだけを残しましょう。"
"LOVE_REPAIR_MERCURY_MID_POS","Love","すれ違いを話し合える対話期まで","6","30","言葉の行き違いがほどけ、関係を修復するための会話がしやすい日です。","責める言葉ではなく、感じたことと望むことを短く伝える準備をしておきましょう。"
"LOVE_REPAIR_MERCURY_MID_NEG_EXIT","Love","恋愛面の負荷を抜けるまで","6","30","誤解や返信待ちの重さが和らぎ、落ち着いて向き合える日です。","未送信の言葉や不安を書き出し、伝える必要があるものだけを残しましょう。"
"LOVE_REPAIR_MERCURY_LONG_POS","Love","すれ違いを話し合える対話期まで","8","60","言葉の行き違いがほどけ、関係を修復するための会話がしやすい日です。","責める言葉ではなく、感じたことと望むことを短く伝える準備をしておきましょう。"
"LOVE_REPAIR_MERCURY_LONG_NEG_EXIT","Love","恋愛面の負荷を抜けるまで","8","60","誤解や返信待ちの重さが和らぎ、落ち着いて向き合える日です。","未送信の言葉や不安を書き出し、伝える必要があるものだけを残しましょう。"
"LOVE_SPACE_RESET_URANUS","Love","新しい距離感が見つかるまで","6","30","束縛や思い込みから離れ、自由で健やかな関係性を選びやすい日です。","連絡頻度、会う頻度、自分時間の扱いを見直し、無理のない距離を決めましょう。"
"LOVE_SPACE_RESET_URANUS_MOON_POS","Love","新しい距離感が見つかるまで","3","3","束縛や思い込みから離れ、自由で健やかな関係性を選びやすい日です。","連絡頻度、会う頻度、自分時間の扱いを見直し、無理のない距離を決めましょう。"
"LOVE_SPACE_RESET_URANUS_MOON_NEG_EXIT","Love","恋愛面の負荷を抜けるまで","3","3","急な変化や距離感の乱れが落ち着き、自分らしい関係へ戻れる日です。","不安から急いで答えを出さず、必要な余白を先に確保しておきましょう。"
"LOVE_SPACE_RESET_URANUS_SHORT_POS","Love","新しい距離感が見つかるまで","5","10","束縛や思い込みから離れ、自由で健やかな関係性を選びやすい日です。","連絡頻度、会う頻度、自分時間の扱いを見直し、無理のない距離を決めましょう。"
"LOVE_SPACE_RESET_URANUS_SHORT_NEG_EXIT","Love","恋愛面の負荷を抜けるまで","5","10","急な変化や距離感の乱れが落ち着き、自分らしい関係へ戻れる日です。","不安から急いで答えを出さず、必要な余白を先に確保しておきましょう。"
"LOVE_SPACE_RESET_URANUS_MID_POS","Love","新しい距離感が見つかるまで","6","30","束縛や思い込みから離れ、自由で健やかな関係性を選びやすい日です。","連絡頻度、会う頻度、自分時間の扱いを見直し、無理のない距離を決めましょう。"
"LOVE_SPACE_RESET_URANUS_MID_NEG_EXIT","Love","恋愛面の負荷を抜けるまで","6","30","急な変化や距離感の乱れが落ち着き、自分らしい関係へ戻れる日です。","不安から急いで答えを出さず、必要な余白を先に確保しておきましょう。"
"LOVE_SPACE_RESET_URANUS_LONG_POS","Love","新しい距離感が見つかるまで","8","60","束縛や思い込みから離れ、自由で健やかな関係性を選びやすい日です。","連絡頻度、会う頻度、自分時間の扱いを見直し、無理のない距離を決めましょう。"
"LOVE_SPACE_RESET_URANUS_LONG_NEG_EXIT","Love","恋愛面の負荷を抜けるまで","8","60","急な変化や距離感の乱れが落ち着き、自分らしい関係へ戻れる日です。","不安から急いで答えを出さず、必要な余白を先に確保しておきましょう。"
"GENERAL_HOME_ORDER_MOON","General","暮らしの安心感が整うまで","4","10","家や身近な人間関係に落ち着きが戻り、生活の基盤を整えやすい日です。","部屋の一角、冷蔵庫、寝具など、安心感に直結する場所を先に整えましょう。"
"GENERAL_HOME_ORDER_MOON_MOON_POS","General","暮らしの安心感が整うまで","3","3","家や身近な人間関係に落ち着きが戻り、生活の基盤を整えやすい日です。","部屋の一角、冷蔵庫、寝具など、安心感に直結する場所を先に整えましょう。"
"GENERAL_HOME_ORDER_MOON_MOON_NEG_EXIT","General","運勢面の負荷を抜けるまで","3","3","家庭や生活まわりのざわつきが落ち着き、安心できる場所へ戻れる日です。","家族や同居人との小さな不満をためず、必要なことを短く共有しておきましょう。"
"GENERAL_HOME_ORDER_MOON_SHORT_POS","General","暮らしの安心感が整うまで","5","10","家や身近な人間関係に落ち着きが戻り、生活の基盤を整えやすい日です。","部屋の一角、冷蔵庫、寝具など、安心感に直結する場所を先に整えましょう。"
"GENERAL_HOME_ORDER_MOON_SHORT_NEG_EXIT","General","運勢面の負荷を抜けるまで","5","10","家庭や生活まわりのざわつきが落ち着き、安心できる場所へ戻れる日です。","家族や同居人との小さな不満をためず、必要なことを短く共有しておきましょう。"
"GENERAL_HOME_ORDER_MOON_MID_POS","General","暮らしの安心感が整うまで","6","30","家や身近な人間関係に落ち着きが戻り、生活の基盤を整えやすい日です。","部屋の一角、冷蔵庫、寝具など、安心感に直結する場所を先に整えましょう。"
