planet1,planet2,aspect,Aspect_Angle,Summary
MARS,MC,square,90,社会的な野心と個人的な感情・家庭との間で摩擦を抱えやすい配置です。職場での対立を避け、エネルギーを建設的な成果に向けることで強い実績を築きます。
MARS,MC,trine,120,卓越した実行力と社会的な成功に恵まれた調和的な配置です。天性のリーダーシップが高く評価され、公の舞台で力強く結果を残して高い地位と名誉を獲得します。
MARS,MC,quincunx,150,仕事の進め方や社会的な役割に対して焦りや違和感を抱えやすい配置です。性急な成果を求めず、地道にスキルと経験を積み上げる知恵を身につけていきます。
MARS,MC,opposition,180,家庭やプライベートの領域で強いエネルギーを発揮する性質です。自らの基盤や身近な環境を自らの手で守り抜くことが、結果として社会的な活動を支える原動力となります。
JUPITER,SATURN,conjunction,0,拡大と規律が統合された強い社会的使命感を生まれ持っています。現実的な目標に向けて着実に努力を積み重ね、長期的な成功と確固たる社会的基盤を築き上げる大器晩成の資質を持ちます。
JUPITER,SATURN,sextile,60,健全な判断力と着実な実行力を備えています。理想と現実のバランスが巧みで、無理のない拡大と堅実な管理を両立させ、社会的な信頼を着実に獲得していきます。
JUPITER,SATURN,square,90,楽観と悲観、拡大欲求と現実の制約との間で強い葛藤を抱えやすい配置です。試行錯誤を通じて本物の忍耐力と現実的な経営感覚を身につけ、独自の確固たる基盤を築き上げます。
JUPITER,SATURN,trine,120,卓越した統率力と高い道徳観に恵まれた調和的な配置です。社会的な大事業や組織運営において無理なく大成功を収め、永続的な繁栄と高い信頼を自然と確立します。
JUPITER,SATURN,quincunx,150,理想のビジョンと現場の運用ルールとの間で板挟みになりやすい配置です。制度や段取りを細かく見直し、双方が納得できる現実的な妥協点を探る柔軟な調整力を育てていきます。
JUPITER,SATURN,opposition,180,社会的な枠組みや世代間の対立を通じて自己の信念を鍛え上げていく性質です。制約を恐れず現実的な責任を果たすことで、時代を超えて信頼される成熟した指導者となります。
JUPITER,URANUS,conjunction,0,画期的な独創性、自由を愛する精神、電撃的な幸運を生まれ持っています。常識の枠を打ち破る大発明やユニークな事業を展開し、時代の先端を行く分野で大成功を収めます。
JUPITER,URANUS,sextile,60,進歩的な視野とオープンな知性を備えています。革新的なアイデアをスムーズに現実へ取り入れることができ、多様な人脈や先端技術を通じて幸運なチャンスを広げていけます。
JUPITER,URANUS,square,90,急進的な改革欲求や突飛な賭けに走りやすい傾向を秘めています。衝動的な方針転換を自制し、その天才的なひらめきを段階的なイノベーションに注ぐことで人並み外れた偉業を成し遂げます。
JUPITER,URANUS,trine,120,卓越した独創性と自由な幸運に恵まれた最高の配置です。時代の先を行くユニークな活動が広く社会に受け入れられ、画期的なイノベーションを通じて大いなる繁栄を享受します。
JUPITER,URANUS,quincunx,150,革新的な理想と既存の社会通念との間で摩擦を感じやすい配置です。独走を避け、新しい技術やアイデアを社会で実用化するための丁寧な説明と制度設計の知恵を身につけていきます。
JUPITER,URANUS,opposition,180,体制と変革の狭間で自己の自由な理念を追求していく性質です。極端な反逆を戒め、対話を通じて新しい秩序を築くことで、時代を切り開く先駆者となります。
JUPITER,NEPTUNE,conjunction,0,崇高な精神性、豊かなイマジネーション、深い慈悲の心を生まれ持っています。人道支援、哲学、スピリチュアル、芸術の分野で非凡な才能を発揮し、人々に夢と希望を与えます。
JUPITER,NEPTUNE,sextile,60,優しい思いやりと高い精神的理想を備えています。直感的なインスピレーションを活かして文化活動や福祉活動に貢献し、心温まる支援の輪を広げていけます。
JUPITER,NEPTUNE,square,90,過剰な理想主義や甘い見通し、自己欺瞞に陥りやすい傾向があります。現実的な検証と自己管理を意識することで、その崇高な理想を本物の慈善活動や芸術作品へと結実させます。
JUPITER,NEPTUNE,trine,120,至高の精神性と奇跡的な幸運に恵まれた大吉の配置です。豊かな慈愛と直感力を持ち、芸術、学問、人道支援を通じて多くの人々に深い幸福と癒やしをもたらします。
JUPITER,NEPTUNE,quincunx,150,崇高な理想と泥臭い現実の政策との間で葛藤を抱えやすい配置です。理想論だけで終わらせず、現実的な制度設計へと落とし込む地道な工夫を学んでいきます。
JUPITER,NEPTUNE,opposition,180,他者への過剰な期待や精神的な幻惑を通じて自らの信仰や哲学を鍛えていく性質です。客観的な理性を重んじることで、人々に真の精神的救済を届ける指導者となります。
JUPITER,PLUTO,conjunction,0,莫大な富、強大な権力、圧倒的な社会的大成功を生み出す最強の野心を生まれ持っています。不可能を可能にする不屈の推進力があり、巨万の富や大事業を成し遂げる宿命を持ちます。
JUPITER,PLUTO,sextile,60,強靭な回復力と卓越した組織再生力を備えています。社会の深層ニーズを捉えた大規模な戦略を展開し、確固たる信念を持って大きな権威と成功を勝ち取ります。
JUPITER,PLUTO,square,90,激しい権力欲や金銭欲、極端な野心に駆られやすい傾向を秘めています。強引な拡大策を戒め、高い倫理観と社会的使命感を持つことで、歴史に残るような偉大な事業を成し遂げます。
JUPITER,PLUTO,trine,120,究極の成功運と絶大な指導力に恵まれた最強の配置です。卓越した洞察力と強大な意志力があり、巨万の富や社会的地位を獲得して時代を大きく牽引する資質を持ちます。
JUPITER,PLUTO,quincunx,150,巨大な野心と現実の法制度や社会規範との間で葛藤を抱えやすい配置です。影響力を正しく行使するため、制度やルールとの丁寧な擦り合わせを体得していきます。
JUPITER,PLUTO,opposition,180,社会的な権力闘争や巨大な力との対峙を通じて自らの信念を鍛え上げていく性質です。公正さと透明性を貫くことで、圧倒的な人望を集める真のリーダーとなります。
JUPITER,ASC,conjunction,0,堂々とした風格、大らかな人柄、強い幸運のオーラが前面に表れる生まれです。初対面でも安心感と信頼を与え、自然体で多くのチャンスや人望を引き寄せます。
JUPITER,ASC,sextile,60,前向きで親しみやすい性格と、健全な良識を備えています。周囲との調和を保ちながら交友関係を広げ、多くの支援を得て人生をスムーズに発展させることができます。
JUPITER,ASC,square,90,自己顕示欲の強さや大風呂敷を広げがちな傾向に注意が必要な配置です。謙虚さと地道な実務を身につけることで、誰からも慕われるスケールの大きな人気者になります。
JUPITER,ASC,trine,120,生まれながらの強運と豊かな人格に恵まれた調和的な配置です。自然体でいても周囲から愛され、豊かなチャンスや支援を引き寄せて幸福な人生を歩みます。
JUPITER,ASC,quincunx,150,周囲への過剰な善意や期待に応えようとして疲れやすい配置です。自分自身のキャパシティを理解し、無理のない等身大の親切を心がける知恵を学んでいきます。
JUPITER,ASC,opposition,180,他者との関わりや良きパートナーシップを通じて人生を大きく発展させていく性質です。素晴らしい伴侶や協力者と出会うことで、自らの可能性を無限に広げられます。
JUPITER,MC,conjunction,0,最高の幸運、強い指導力、社会的な大発展を武器にキャリアを切り開く生まれです。学術、法、国際、ビジネスなどの分野で高い地位と名声を獲得する宿命を持ちます。
JUPITER,MC,sextile,60,前向きな意欲と社会的な良識を備えています。目上の人からの引き立てや援助を得やすく、自らのキャリアをスムーズかつ大規模に発展させていくことができます。
JUPITER,MC,square,90,社会的な野心と個人的な価値観との間で葛藤を抱えやすい配置です。大風呂敷を広げすぎず、誠実な実績を積み重ねることで確固たる名声と信頼を築きます。
JUPITER,MC,trine,120,社会的な大成功と名誉に恵まれた調和的な配置です。天性の風格とリーダーシップが高く評価され、公の舞台で自然と多くの支持を集めて大成します。
JUPITER,MC,quincunx,150,社会的な期待と自分自身の理想との間にギャップを感じやすい配置です。身の丈に合った着実なキャリア形成を意識することで、真の社会的成功を掴みます。
JUPITER,MC,opposition,180,精神的な充足感や家庭の幸福を人生の基盤とする性質です。豊かな内面と安心できる環境を整えることが、社会的な活動を支える確固たる土台となります。
SATURN,URANUS,conjunction,0,伝統と革新、秩序と自由を調和させる稀有な能力を生まれ持っています。古い社会システムを新しい技術や発想で再構築し、持続可能な改革を成し遂げる力を持ちます。
SATURN,URANUS,sextile,60,現実的な管理能力と先進的な発想力を備えています。組織の近代化や新しい技術の導入をスムーズに進め、着実な実績と信頼を築くことができます。
SATURN,URANUS,square,90,体制への反発心と規律へのこだわりとの間で激しい葛藤を抱えやすい配置です。古い常識に縛られず、かといって暴走せず、現実的な妥協点を見出すことで独自の改革を成し遂げます。
SATURN,URANUS,trine,120,伝統的な信頼性と先進的なイノベーションが完璧に調和した好配置です。長期的な計画に基づいた構造改革を成功させ、新しい社会規範を確立する資質を持ちます。
SATURN,URANUS,quincunx,150,社会の古いルールと自らの改革的なアイデアとの間で摩擦を感じやすい配置です。性急な変革を避け、現場の理解を得ながら少しずつシステムを改善していく調整力を養います。
SATURN,URANUS,opposition,180,権威主義と自由主義の激しい対立を通じて社会的な自立心を確立していく性質です。双方の立場を理解し、対立を超えた新たな制度改革を主導する指導者となります。
SATURN,NEPTUNE,conjunction,0,夢や理想を現実の形に落とし込む強い意志と、深い精神性を生まれ持っています。福祉、芸術、スピリチュアルな理想を社会的な制度や作品として具現化する稀有な才能を持ちます。
SATURN,NEPTUNE,sextile,60,人道的な理想と現実的な実行力を備えています。静かな忍耐と思いやりによって社会的な弱者を支える制度や活動を構築し、確かな信頼と安心感を築きます。
SATURN,NEPTUNE,square,90,現実への不安感や自己欺瞞、理想と現実のギャップに悩まされやすい配置です。甘い現実逃避を戒め、事実を直視して地道な努力を重ねることで本物の精神的安定を手に入れます。
SATURN,NEPTUNE,trine,120,高い倫理観と卓越した現実構成力に恵まれた調和的な配置です。精神的な教えや芸術的なビジョンを社会的に通用する確固たる形へと見事に具現化します。
SATURN,NEPTUNE,quincunx,150,現実的な義務と内なる精神的理想との間で板挟みになりやすい配置です。自己犠牲を避け、できることから少しずつ理想を形にしていく柔軟なバランス感覚を学んでいきます。
SATURN,NEPTUNE,opposition,180,現実主義と理想主義の対立を通じて精神的な成熟を遂げていく性質です。虚飾を捨て、真実に基づいた体制を築くことで、多くの人々に真の安心感をもたらします。
SATURN,PLUTO,conjunction,0,凄まじい自己規律、不屈の忍耐力、極限の構造改革力を生まれ持っています。過酷な試練を乗り越えるたびに強大になり、社会的な基盤や体制を根本から作り直す力を持ちます。
SATURN,PLUTO,sextile,60,強靭な意志力と深い洞察力を備えています。どんな困難な組織改革や構造改革も着実に成し遂げることができ、危機的な状況で揺るぎないリーダーシップを発揮します。
SATURN,PLUTO,square,90,過酷な試練や厳しい権力闘争、社会的な激変に直面しやすい傾向があります。強権的な支配を戒め、痛みを伴う改革を受け入れることで、誰よりも強靭な精神と揺るぎない実力を確立します。
SATURN,PLUTO,trine,120,不屈の精神力と卓越した統率力に恵まれた最強の建設配置です。困難を乗り越えて築かれた体制は永続的な繁栄を支え、歴史に残るような大改革を成し遂げる資質を持ちます。
SATURN,PLUTO,quincunx,150,現実の制約と不可抗力的な変革の圧力との間で強い軋轢を感じやすい配置です。力づくの抑圧を避け、摩擦を最小限に抑える現実的な適応策を学んでいきます。
SATURN,PLUTO,opposition,180,社会構造の崩壊や強大な権力との正面対峙を通じて自己の責任感を鍛え上げていく性質です。倫理観を堅持して粘り強く対峙することで、真の指導者として大成します。
SATURN,ASC,conjunction,0,重厚な風格、真面目な人柄、強い責任感が前面に表れる生まれです。若年期には内向的になりやすいですが、地道な努力を重ねて晩年に向けて高い社会的信頼と威厳を獲得します。
SATURN,ASC,sextile,60,誠実で落ち着いた物腰と、確実な実務能力を備えています。周囲に対して安定感と信頼感を与え、着実に人間関係や社会的信用を積み上げていくことができます。
SATURN,ASC,square,90,自己表現に対する強い抑制心やコンプレックスを抱えやすい配置です。自己否定を克服し、時間をかけて本物の実力と自信を培うことで、誰からも尊敬される人格を確立します。
SATURN,ASC,trine,120,生まれながらの品格と高い自制心に恵まれた調和的な配置です。常識的で頼りがいのある人柄が高く評価され、組織や社会で自然と確固たる地位と名誉を築きます。
SATURN,ASC,quincunx,150,周囲からの期待や責任と、自分本来の感情との間で窮屈さを感じやすい配置です。無理な我慢を避け、自分を認める柔軟なセルフケアを身につけていきます。
SATURN,ASC,opposition,180,他者との関係において強い責任感と試練を経験する性質です。誠実で長期的なパートナーシップを築くことで、お互いを高め合える確固たる絆と社会的信用を確立します。
SATURN,MC,conjunction,0,強固な責任感、高い野心、不屈の忍耐力を武器にキャリアを築く生まれです。若年期の苦労を乗り越え、地道な努力によって社会的な大成功と揺るぎない権威を獲得します。
SATURN,MC,sextile,60,堅実な実務能力と誠実な職業倫理を備えています。目上の人からの信頼が厚く、着実に実績を積み上げることで社会的な地位と名声を確立していきます。
SATURN,MC,square,90,家庭環境の重圧や仕事上の厳しい試練に直面しやすい配置です。困難から逃げずに責任を果たし続けることで、独自の確固たる地位と人間性を築き上げます。
SATURN,MC,trine,120,社会的な成功と高い評価に恵まれた調和的な配置です。卓越した管理能力と責任感が高く評価され、公の舞台で自然と確固たる地位と永続的な名声を手に入れます。
SATURN,MC,quincunx,150,社会的な責任と自分本来の生き方との間で窮屈さを感じやすい配置です。無理な義務感に縛られず、自分らしいペースでキャリアを育てる知恵を身につけていきます。
SATURN,MC,opposition,180,家庭の基盤や心の安らぎを人生の最優先事項とする性質です。自らの足元やルーツを固めることが、結果として社会的な活動を支える確固たる土台となります。
URANUS,NEPTUNE,conjunction,0,時代精神の変革期に生まれ、革新的なテクノロジーとスピリチュアルな感性が融合した独自の直感力を持ちます。新たな芸術や精神文明を切り開く先駆的な資質を持ちます。
URANUS,NEPTUNE,sextile,60,進歩的な技術と人道的な理想が調和した世代的な恩恵を備えています。独創的な発想を社会貢献や文化活動へとスムーズに活かすことができます。
URANUS,NEPTUNE,square,90,急進的な改革欲求と集団的な幻想との間で葛藤を抱えやすい世代的な配置です。客観的な理性を重んじることで、時代の混乱を乗り越えて新しい価値観を確立します。
URANUS,NEPTUNE,trine,120,科学技術と精神文化の調和的な融合を体現する世代的な配置です。豊かなイマジネーションを具現化し、希望に満ちた未来社会への道筋を照らす才能を持ちます。
URANUS,NEPTUNE,quincunx,150,急速な技術革新と精神的な受容力との間でギャップを感じやすい世代的配置です。変化に戸惑う人々への配慮と、倫理的な基準の整備を学ぶ知恵を身につけていきます。
URANUS,NEPTUNE,opposition,180,科学的合理主義と精神主義の対立を通じて時代を切り開く世代的な性質です。包括的な視野を持ち、対立を超えた新たな文明の価値観を打ち立てます。
URANUS,PLUTO,conjunction,0,歴史的な社会大激変期に生まれ、爆発的な改革力と再生のエネルギーを持ちます。古い体制を完全に打破し、新たな文明の土台を築く強い意志力を持ちます。
URANUS,PLUTO,sextile,60,破壊と再生、革新のエネルギーが建設的に調和した世代的配置です。社会構造の健全な近代化を力強く推進する推進力を備えています。
URANUS,PLUTO,square,90,急進的な変革欲求と強権的な支配体制の激突を経験する世代的配置です。理不尽な圧力に屈せず、確固たる信念を持って自らの自由と正義を守り抜きます。
URANUS,PLUTO,trine,120,不屈の再生力と画期的なイノベーションが融合した最強の世代的配置です。社会や文明を進化させ、力強い新たな時代を切り開く資質を持ちます。
URANUS,PLUTO,quincunx,150,社会の大変革と個別の制度運用との間で摩擦を感じやすい世代的配置です。急激な変化に対応するための粘り強い微調整と制度設計を体得していきます。
URANUS,PLUTO,opposition,180,権威主義と自由への渇望が真っ向から対立する激動の世代に生まれ、真の民主的改革を目指して闘う強い意志力を備えています。
URANUS,ASC,conjunction,0,強烈な個性、独特のオーラ、自由奔放な自立心を前面に放つ生まれです。初対面でも鮮烈な印象を与え、既存の型にはまらない独自のスタイルで道を切り開きます。
URANUS,ASC,sextile,60,爽やかで進歩的な人柄と、柔軟な発想力を備えています。多様な個性を持つ人々とのネットワークを広げ、自由で刺激的な人間関係を楽しむことができます。
URANUS,ASC,square,90,強い反骨精神や突飛な振る舞いが前面に出やすく、対人摩擦を経験しやすい配置です。変わり者扱いを恐れず、その独創的な個性を建設的な表現に向けることで唯一無二の存在感を放ちます。
URANUS,ASC,trine,120,生まれながらの独創性と爽やかな魅力に恵まれた調和的な配置です。型破りなスタイルが周囲から好意的に受け入れられ、自由で刺激的な人間関係を自然体で築くことができます。
URANUS,ASC,quincunx,150,独自性を貫きたい欲求と周囲の社会通念との間でぎこちなさを感じやすい配置です。突飛さを抑え、自分の個性を洗練された形で周囲に適応させる工夫を学んでいきます。
URANUS,ASC,opposition,180,他者との関係において強い自立性と刺激を求める性質です。束縛を嫌いますが、お互いの個性を最大限に尊重し合える進歩的なパートナーシップを築くことで人生が大きく飛躍します。
URANUS,MC,conjunction,0,画期的な独創性、先端技術への適性、強い改革精神を武器にキャリアを切り開く生まれです。IT、科学、占星術、独立起業などの分野で社会的なブレイクスルーを達成します。
URANUS,MC,sextile,60,進歩的な視野と柔軟な実務能力を備えています。斬新なアイデアや最新ツールの導入によって、自らのキャリアを着実にステップアップさせていくことができます。
URANUS,MC,square,90,伝統的な職場環境や組織のルールへの反発心を抱えやすい配置です。突発的な転職や方針転換を避け、独自の専門技術を磨いて独立した立場を築くことで成功を掴みます。
URANUS,MC,trine,120,卓越した改革力と社会的な成功に恵まれた調和的な配置です。時代の先を行くユニークな活動が高く評価され、公の舞台で自然と高い地位と名声を手に入れます。
URANUS,MC,quincunx,150,自らの独創的な発想と社会的な評価との間にギャップを感じやすい配置です。アイデアを現実のビジネスとして成立させるための実用化の工夫を体得していきます。
URANUS,MC,opposition,180,型破りな生活様式やプライベートの自由を人生の基盤とする性質です。束縛のない安心できる拠点を築くことが、結果として社会的な活動を支える確固たる土台となります。
NEPTUNE,PLUTO,conjunction,0,約500年周期の歴史的な精神文明の再生期に生まれ、人類の集合的無意識を揺るがす深い霊的変容のエネルギーを持ちます。新たな芸術や精神文化の扉を開く資質を持ちます。
NEPTUNE,PLUTO,sextile,60,人類の意識の進化と文化・心理学の発展を支える調和的な世代的背景を持ちます。深い精神的洞察力と人道的な理想を備え、時代の変容に寄り添う生き方をします。
NEPTUNE,PLUTO,square,90,集団的な狂気や精神的混乱の時代に生まれ、自らの確固たる理性と倫理観を持って真実を見極めようとする強い精神力を持ちます。
NEPTUNE,PLUTO,trine,120,崇高な精神性と強大な再生力が共鳴する黄金時代の世代的配置です。芸術、宗教、科学の真の調和を追求し、世界的な癒やしと進化を支える才能を持ちます。
NEPTUNE,PLUTO,quincunx,150,精神的な理想と現実社会の権力構造との間で深い矛盾を感じやすい世代的配置です。地道な自己浄化と意識変革を重ねていきます。
NEPTUNE,PLUTO,opposition,180,人類の精神的価値観を巡る極限の対立の時代に生まれ、真の魂の自立と普遍的な愛の探求に挑む強い運命を持ちます。
NEPTUNE,ASC,conjunction,0,神秘的なオーラ、夢見がちな美しさ、極めて繊細な感受性が前面に表れる生まれです。人を惹きつける不思議な魅力があり、芸術、音楽、スピリチュアルな分野で才能を開花させます。
NEPTUNE,ASC,sextile,60,優しい雰囲気と思いやりを備えています。人の気持ちを自然に察知し、周囲に安らぎを与える温かい人柄として愛されます。芸術的な感性をスムーズに発揮できます。
NEPTUNE,ASC,square,90,自己像の曖昧さや他者への過剰な自己犠牲に悩まされやすい配置です。自他の境界線を明確にし、地に足のついた自己を確立することで、深い慈愛と芸術的才能を発揮します。
NEPTUNE,ASC,trine,120,生まれながらの気品と豊かなインスピレーションに恵まれた調和的な配置です。純粋な優しさと直感力が高く評価され、芸術や癒やしの分野で自然と多くの人々を魅了します。
NEPTUNE,ASC,quincunx,150,周囲への過剰な同情心や自己犠牲によってエネルギーを消耗しやすい配置です。自他の境界線を守り、自分自身を大切にする健全な優しさを学んでいきます。
NEPTUNE,ASC,opposition,180,他者への理想の投影や依存関係を通じて人間関係の真髄を学んでいく性質です。客観的な現実感覚を保つことで、深い慈愛に満ちた素晴らしいパートナーシップを築きます。
NEPTUNE,MC,conjunction,0,崇高な理想、芸術的インスピレーション、深い精神性を武器にキャリアを切り開く生まれです。音楽、映画、アート、スピリチュアル、福祉などの分野で高い社会的名声を獲得します。
NEPTUNE,MC,sextile,60,繊細な直感力と優しい社会性を備えています。人々の心を癒やす企画や活動が評価され、自らのキャリアをスムーズに発展させていくことができます。
NEPTUNE,MC,square,90,職業上の方向性の曖昧さや現実逃避に悩まされやすい配置です。明確な目標と規律を意識することで、その豊かなイマジネーションを本物のキャリアの成功へと結実させます。
NEPTUNE,MC,trine,120,芸術的な才能と社会的な成功に恵まれた調和的な配置です。天性の直感力と慈悲の心が高く評価され、公の舞台で自然と多くの支持と名誉を集めます。
NEPTUNE,MC,quincunx,150,社会的な役割と個人的な精神的理想との間で葛藤を抱えやすい配置です。自らの夢を現実の仕事として成立させるための地道な工夫を身につけていきます。
NEPTUNE,MC,opposition,180,精神的な平安や静かなプライベート空間を人生の基盤とする性質です。心の安らぐ家庭環境を整えることが、結果として社会的な活動を支える確固たる土台となります。
PLUTO,ASC,conjunction,0,圧倒的なカリスマ性、強烈な存在感、不屈の底力が前面に表れる生まれです。初対面でも相手を呑み込む威厳があり、自らの強大な意志力で運命を力強く切り開きます。
PLUTO,ASC,sextile,60,強い精神力と深い洞察力を備えています。物事の裏にある真実を見抜く力があり、周囲に対して頼もしい安心感と強い影響力を与えることができます。
PLUTO,ASC,square,90,激しい自己変容の衝動や強烈な存在感が原因で、対人関係での摩擦や誤解を経験しやすい配置です。力による支配を手放し、自制心を保つことで圧倒的なカリスマ性を確立します。
PLUTO,ASC,trine,120,生まれながらの強大な精神力と深い洞察力に恵まれた調和的な配置です。どんな逆境も乗り越える驚異的な底力があり、周囲を力強く導いて大きな信頼と威厳を獲得します。
PLUTO,ASC,quincunx,150,内なる強大な情念や支配欲と、周囲に見せる第一印象との間でギャップを抱えやすい配置です。エネルギーを少しずつ建設的な表現へと振り向ける知恵を身につけていきます。
PLUTO,ASC,opposition,180,他者との宿命的な対峙や激しい権力闘争を通じて自己を鍛え上げていく性質です。相手をコントロールしようとする執着を手放すことで、魂レベルの真実のパートナーシップを築きます。
PLUTO,MC,conjunction,0,圧倒的な権力、不屈の野心、根本的な社会的再生力を武器にキャリアを築く生まれです。組織や業界の頂点へと上り詰め、時代を大きく動かす最高指導者として大成します。
PLUTO,MC,sextile,60,強靭な意志力と卓越した組織掌握力を備えています。困難な状況でも動じずに状況を打開でき、自らのキャリアを着実に最高峰へと導くことができます。
PLUTO,MC,square,90,社会的な激変や権力闘争、職業上の極端な試練に直面しやすい配置です。困難から逃げずに課題と向き合い続けることで、誰よりも強靭な地位と実績を確立します。
PLUTO,MC,trine,120,社会的な大成功と絶大な権威に恵まれた最強の配置です。卓越した統率力と再生力が高く評価され、公の舞台で自然と最高位の地位と永続的な名声を手に入れます。
PLUTO,MC,quincunx,150,自らの巨大な野心と社会的な枠組みとの間で葛藤を抱えやすい配置です。影響力を正しく行使するための粘り強い調整力と倫理観を身につけていきます。
PLUTO,MC,opposition,180,家庭や自らのルーツに秘められた強大なエネルギーを人生の基盤とする性質です。心の深層を浄化し足元を固めることが、結果として社会的な活動を支える確固たる土台となります。
ASC,MC,conjunction,0,自分自身の個性や生き方と、社会的なキャリアや天職が完全に一致している生まれです。公私の境目なく自分らしさをストレートに発揮し、社会的な成功と高い自己実現を成し遂げます。
ASC,MC,sextile,60,自己表現力と社会的な目標への適応力がバランスよく調和しています。周囲からの支援や引き立てを受けやすく、自分らしさを活かしながらキャリアを着実に発展させていくことができます。
ASC,MC,square,90,個人のアイデンティティや生き方と、社会から求められる役割との間で葛藤を抱えやすい配置です。自己の確立と社会適応の両立を模索し続けることで、独自の強いキャリアと人間性を築き上げます。
ASC,MC,trine,120,自分らしさと社会的な成功が見事に共鳴する調和的な配置です。天性の魅力と実力が公の場で高く評価され、無理のない自然体で高い社会的地位と名声を獲得します。
ASC,MC,quincunx,150,自らの立ち振る舞いと社会的な肩書きや役割との間に違和感を覚えやすい配置です。周囲の期待に振り回されず、自分らしい働き方や社会的立場を丁寧に調整していく知恵を身につけていきます。
ASC,MC,opposition,180,プライベートな心の拠り所や家庭環境を何よりも大切にする性質です。心の安らぐ生活基盤をしっかりと固めることが、結果として社会的な活動を支える確固たる力となります。
