Event_Type,Planet,Natal_Planet,House,Sign,Aspect_Angle,Category,Description,Priority,Active_Flag
transit_natal_aspect,MARS,SATURN,,,90,,トランジット火星が出生図の土星とスクエアを形成し、思い通りに進まない障害やフラストレーションを感じやすい時期です。無理に壁を破ろうとせず、粘り強く下準備を整えましょう。,90,1
transit_natal_aspect,MARS,SATURN,,,180,,トランジット火星が出生図の土星と向かい合い、権威や厳しい制約と対峙してプレッシャーを受ける時期です。反発するのではなく、自らの実力を証明する好機と捉えましょう。,80,1
transit_natal_aspect,MARS,URANUS,,,0,,トランジット火星が出生図の天王星と重なり、現状を打破する圧倒的な革命エネルギーが湧き上がる時期です。独創的な発想で古い枠組みを打ち破り、自由な未来を切り拓きましょう。,70,1
transit_natal_aspect,MARS,URANUS,,,90,,トランジット火星が出生図の天王星とスクエアを形成し、反抗心や突発的な事故・トラブルに注意が必要な時期です。一時の衝動で暴発せず、冷静に安全第一で行動しましょう。,90,1
transit_natal_aspect,MARS,URANUS,,,180,,トランジット火星が出生図の天王星と向かい合い、予期せぬアクシデントや他者からの反発に遭いやすい時期です。変化に柔軟に対応し、臨機応変な戦略で乗り切りましょう。,80,1
transit_natal_aspect,MARS,NEPTUNE,,,0,,トランジット火星が出生図の海王星と重なり、直感やインスピレーション、理想のために情熱を燃やせる時期です。芸術やボランティア、スピリチュアルな活動で力を発揮しましょう。,70,1
transit_natal_aspect,MARS,NEPTUNE,,,90,,トランジット火星が出生図の海王星とスクエアを形成し、エネルギーの消耗やモチベーションの低下、誘惑に注意したい時期です。無理な活動は控え、休養をしっかり取りましょう。,90,1
transit_natal_aspect,MARS,NEPTUNE,,,180,,トランジット火星が出生図の海王星と向かい合い、行動の方向性を見失ったり他者に惑わされやすい時期です。甘い話には乗らず、現実的な確認を怠らないようにしましょう。,80,1
transit_natal_aspect,MARS,PLUTO,,,0,,トランジット火星が出生図の冥王星と重なり、底知れぬスタミナと不屈の突破力が宿る最強の好機です。どんな困難も薙ぎ払い、不可能を可能にする圧倒的な変革を成し遂げましょう。,70,1
transit_natal_aspect,MARS,PLUTO,,,90,,トランジット火星が出生図の冥王星とスクエアを形成し、強烈な権力闘争や激しい怒りの衝動が生じやすい危険な時期です。破壊的な争いを避け、全エネルギーを自己鍛錬や難関突破に向けましょう。,90,1
transit_natal_aspect,MARS,PLUTO,,,180,,トランジット火星が出生図の冥王星と向かい合い、外部からの圧倒的な圧力や対立に直面しやすい時期です。無理に力でねじ伏せようとせず、戦略的な柔軟性と忍耐で乗り切りましょう。,80,1
transit_natal_aspect,MARS,ASC,,,0,,トランジット火星が出生図のASCと重なり、圧倒的なバイタリティと行動力が表に出る時期です。先頭に立って新しいプロジェクトを開始し、存在感を強烈にアピールしましょう。,70,1
transit_natal_aspect,MARS,ASC,,,90,,トランジット火星が出生図のASCとスクエアを形成し、性急な態度や攻撃的な言動で周囲と衝突しやすい時期です。怪我や焦りに注意し、冷静な配慮を心がけましょう。,90,1
transit_natal_aspect,MARS,ASC,,,180,,トランジット火星が出生図のASC（DSC）と向かい合い、パートナーやライバルとの間で熱い議論や衝突が起きやすい時期です。対立を避け、お互いを高め合う切磋琢磨の機会にしましょう。,80,1
transit_natal_aspect,MARS,MC,,,0,,トランジット火星が出生図のMCと重なり、キャリアや社会的野心に向かって猛烈に突き進む勝負の時期です。高い目標を掲げ、果敢なリーダーシップで実績を勝ち取りましょう。,70,1
transit_natal_aspect,MARS,MC,,,90,,トランジット火星が出生図のMCとスクエアを形成し、上司や組織との対立、仕事と家庭の摩擦が生じやすい時期です。感情的な反発を抑え、プロとして冷静に対処しましょう。,90,1
transit_natal_aspect,MARS,MC,,,180,,トランジット火星が出生図のMC（IC）と向かい合い、家庭内や住居の改善に熱いエネルギーを注ぐ時期です。家の中の不要なものを処分し、安心できる生活基盤を力強く再構築しましょう。,80,1
transit_natal_aspect,JUPITER,SUN,,,0,,トランジット木星が出生図の太陽と重なり、約12年に一度訪れる人生の大発展・大幸運期です。自信と希望に満ち溢れ、新たな人生のステージへ大胆に飛躍しましょう。,70,1
transit_natal_aspect,JUPITER,SUN,,,90,,トランジット木星が出生図の太陽とスクエアを形成し、自己過信や過剰な拡大傾向にブレーキが必要な時期です。楽観的になりすぎず、計画の細部をしっかり固めて堅実に前進しましょう。,90,1
transit_natal_aspect,JUPITER,SUN,,,180,,トランジット木星が出生図の太陽と向かい合い、これまでの努力が大きく報われると同時に、周囲との調和が促される時期です。謙虚さを忘れず、大きなチャンスを掴み取りましょう。,80,1
transit_natal_aspect,JUPITER,MOON,,,0,,トランジット木星が出生図の月と重なり、精神的な充実感と温かい幸福感に満たされる時期です。家族や身近な人との絆が深まり、心身ともに健やかに過ごせます。,70,1
transit_natal_aspect,JUPITER,MOON,,,90,,トランジット木星が出生図の月とスクエアを形成し、感情のコントロールが甘くなり散財や過食に走りやすい時期です。心のゆとりを保ちつつ、適度な節制を心がけましょう。,90,1
transit_natal_aspect,JUPITER,MOON,,,180,,トランジット木星が出生図の月と向かい合い、他者への寛容さと優しさが広がる時期です。頼まれごとを引き受けすぎてキャパシティを超えないよう、上手にバランスを取りましょう。,80,1
transit_natal_aspect,JUPITER,MERCURY,,,0,,トランジット木星が出生図の水星と重なり、知的好奇心と理解力が飛躍的に高まる時期です。語学や資格取得、長期的な旅行や出版・発信活動において素晴らしい成果を期待できます。,70,1
transit_natal_aspect,JUPITER,MERCURY,,,90,,トランジット木星が出生図の水星とスクエアを形成し、大風呂敷を広げすぎたり細部を見落としやすい時期です。口約束や誇大広告を避け、正確な情報確認を徹底しましょう。,90,1
transit_natal_aspect,JUPITER,MERCURY,,,180,,トランジット木星が出生図の水星と向かい合い、異文化や専門的な知見に触れて思考が大きく拡大する時期です。多角的な視点を学び、自らの知性を豊かに深めましょう。,80,1
transit_natal_aspect,JUPITER,VENUS,,,0,,トランジット木星が出生図の金星と重なり、人生において最高の喜び、豊かさ、恋愛運に恵まれる黄金期です。社交や芸術、特別な出会いを心から満喫しましょう。,70,1
transit_natal_aspect,JUPITER,VENUS,,,90,,トランジット木星が出生図の金星とスクエアを形成し、ぜいたくや快楽への溺れ、金銭の過剰な出費に注意したい時期です。美しいものを楽しみつつ、家計の管理は引き締めましょう。,90,1
transit_natal_aspect,JUPITER,VENUS,,,180,,トランジット木星が出生図の金星と向かい合い、華やかな人気運や人間関係の広がりに恵まれる時期です。相手への過度な期待を手放し、純粋な好意と調和を分かち合いましょう。,80,1
transit_natal_aspect,JUPITER,MARS,,,0,,トランジット木星が出生図の火星と重なり、大いなる勇気と情熱が湧き上がる事業拡大・勝負の好機です。迷わず行動を起こし、大きな成功を勝ち取りましょう。,70,1
transit_natal_aspect,JUPITER,MARS,,,90,,トランジット木星が出生図の火星とスクエアを形成し、無謀なリスクテイクや過剰な自信による空回りに注意が必要な時期です。冷静な計算と堅実なステップを大切にしましょう。,90,1
transit_natal_aspect,JUPITER,MARS,,,180,,トランジット木星が出生図の火星と向かい合い、行動力と野心が高まる反面、エネルギーが散漫になりやすい時期です。真に重要な一点に力を集中させましょう。,80,1
transit_natal_aspect,JUPITER,JUPITER,,,0,,トランジット木星が出生図の木星と重なるジュピター・リターン（12年に一度の成長の節目）です。人生のビジョンを大きく描き直し、新たな発展の種を蒔きましょう。,70,1
transit_natal_aspect,JUPITER,JUPITER,,,90,,トランジット木星が出生図の木星とスクエアを形成し、現状の成長スピードや目標の軌道修正を促される時期です。無理な拡大を控え、内容の充実に力を注ぎましょう。,90,1
transit_natal_aspect,JUPITER,JUPITER,,,180,,トランジット木星が出生図の木星と向かい合い、約6年間の成長の成果が実を結び、次の飛躍への足場を固める時期です。これまでの実績を振り返り、新たな展開へ向けて視野を広げましょう。,80,1
transit_natal_aspect,JUPITER,SATURN,,,0,,トランジット木星が出生図の土星と重なり、発展と規律が完璧に調和する重要な構築期です。現実的な計画に基づき、長年にわたり安定した成果を生み出す強固な基盤を打ち立てましょう。,70,1
transit_natal_aspect,JUPITER,SATURN,,,90,,トランジット木星が出生図の土星とスクエアを形成し、理想の拡大と現実の制約の間でジレンマを感じやすい時期です。焦らず地道な改善を重ね、着実な実力を養いましょう。,90,1
transit_natal_aspect,JUPITER,SATURN,,,180,,トランジット木星が出生図の土星と向かい合い、社会的な責任を果たしながら自らの可能性をどこまで広げられるか試される時期です。義務を誠実に果たしつつ、希望を持ち続けましょう。,80,1
transit_natal_aspect,JUPITER,URANUS,,,0,,トランジット木星が出生図の天王星と重なり、予期せぬ大チャンスやブレイクスルーがもたらされる大躍進の時期です。既成概念を打ち破り、革新的な挑戦へ果敢に飛び込みましょう。,70,1
transit_natal_aspect,JUPITER,URANUS,,,90,,トランジット木星が出生図の天王星とスクエアを形成し、急進的すぎる変化や自由への衝動で周囲を驚かせやすい時期です。周囲への配慮を忘れず、建設的なイノベーションを目指しましょう。,90,1
transit_natal_aspect,JUPITER,URANUS,,,180,,トランジット木星が出生図の天王星と向かい合い、外部からの突発的な変化が人生の視野を大きく広げてくれる時期です。変化を恐れず柔軟に受け止め、新しい自由を楽しみましょう。,80,1
transit_natal_aspect,JUPITER,NEPTUNE,,,0,,トランジット木星が出生図の海王星と重なり、崇高な理想やスピリチュアルなインスピレーション、慈愛の心が大きく花開く至福の時期です。芸術や人道的活動に深く携わりましょう。,70,1
transit_natal_aspect,JUPITER,NEPTUNE,,,90,,トランジット木星が出生図の海王星とスクエアを形成し、非現実的な誇大妄想や甘い誘惑に流されやすい時期です。直感を大切にしつつも、現実的な金銭や契約の確認を怠らないようにしましょう。,90,1
transit_natal_aspect,JUPITER,NEPTUNE,,,180,,トランジット木星が出生図の海王星と向かい合い、夢と現実の境界を見つめ直す時期です。過剰な期待を手放し、自らの優しい感性を現実世界で具体的に役立てる工夫をしましょう。,80,1
transit_natal_aspect,JUPITER,PLUTO,,,0,,トランジット木星が出生図の冥王星と重なり、絶大な成功運と富、社会的影響力を手に入れる最強の好機です。強い野心と信念を持って大きな勝負に挑み、劇的な飛躍を遂げましょう。,70,1
transit_natal_aspect,JUPITER,PLUTO,,,90,,トランジット木星が出生図の冥王星とスクエアを形成し、権力への執着や強引な拡大で反発を招きやすい時期です。傲慢さを戒め、誠実で公正なリーダーシップを貫きましょう。,90,1
transit_natal_aspect,JUPITER,PLUTO,,,180,,トランジット木星が出生図の冥王星と向かい合い、大きな組織や運命的な力との関わりの中で自己の器が試される時期です。私利私欲を手放し、大局的な視点で行動しましょう。,80,1
transit_natal_aspect,JUPITER,ASC,,,0,,トランジット木星が出生図のASCと重なり、約12年に一度の自己変革と幸運の扉が開く最高のスタート期です。周囲からの人望が集まり、人生の新しいステージへ堂々と踏み出せます。,70,1
transit_natal_aspect,JUPITER,ASC,,,90,,トランジット木星が出生図のASCとスクエアを形成し、自分を大きく見せすぎたり体重の増加や油断に注意したい時期です。謙虚な姿勢を保ち、誠実な振る舞いを心がけましょう。,90,1
transit_natal_aspect,JUPITER,ASC,,,180,,トランジット木星が出生図のASC（DSC）と向かい合い、素晴らしいパートナーや有益な協力者との出会いに恵まれる幸運期です。他者への協調と感謝を通じて豊かな繁栄を築きましょう。,80,1
transit_natal_aspect,JUPITER,MC,,,0,,トランジット木星が出生図のMCと重なり、キャリアや社会的成功において頂点を極める最高の栄光期です。昇進や事業の成功、高い評価を堂々と受け止め、社会に大きく貢献しましょう。,70,1
transit_natal_aspect,JUPITER,MC,,,90,,トランジット木星が出生図のMCとスクエアを形成し、仕事の規模拡大と私生活のバランス調整が求められる時期です。無理なスケジュールを控え、足元を固めて前進しましょう。,90,1
transit_natal_aspect,JUPITER,MC,,,180,,トランジット木星が出生図のMC（IC）と向かい合い、家庭生活の充実や住環境の拡大・改善に恵まれる時期です。心の拠り所を豊かに整え、家族との温かい絆を深めましょう。,80,1
transit_natal_aspect,SATURN,SUN,,,0,,トランジット土星が出生図の太陽と重なり、約30年に一度の人生の土台を固める厳粛な成熟期です。確固たる覚悟を持ち、長期的な責任と目標に着実に取り組みましょう。,70,1
transit_natal_aspect,SATURN,SUN,,,90,,トランジット土星が出生図の太陽とスクエアを形成し、プレッシャーや制約の中で自らの真価が問われる正念場です。焦らず地道な努力を重ね、不屈の忍耐力で壁を乗り越えましょう。,90,1
transit_natal_aspect,SATURN,SUN,,,180,,トランジット土星が出生図の太陽と向かい合い、社会的な立場や人間関係において厳しい現実と向き合う時期です。他者の評価を真摯に受け止め、自らの方向性を堅実に修正しましょう。,80,1
transit_natal_aspect,SATURN,MOON,,,0,,トランジット土星が出生図の月と重なり、感情の成熟と私生活の規律が求められる時期です。孤独を感じやすいですが、日々の生活習慣を整え、強い精神的自立を果たしましょう。,70,1
transit_natal_aspect,SATURN,MOON,,,90,,トランジット土星が出生図の月とスクエアを形成し、気分がふさぎ込んだり家庭内の重圧を感じやすい時期です。自分を責めすぎず、休養を取りながら一つずつ課題を整理しましょう。,90,1
transit_natal_aspect,SATURN,MOON,,,180,,トランジット土星が出生図の月と向かい合い、義務や責任と私生活の感情の間で葛藤が生じやすい時期です。無理に感情を抑え込まず、信頼できる人に相談しながら対処しましょう。,80,1
transit_natal_aspect,SATURN,MERCURY,,,0,,トランジット土星が出生図の水星と重なり、高度な集中力と論理的思考力が研ぎ澄まされる時期です。難解な資格勉強や専門技術の習得、重要な契約締結に着実に取り組みましょう。,70,1
transit_natal_aspect,SATURN,MERCURY,,,90,,トランジット土星が出生図の水星とスクエアを形成し、思考の硬直やコミュニケーションの遅延・障害が生じやすい時期です。悲観的にならず、事実を丁寧に確認して対処しましょう。,90,1
transit_natal_aspect,SATURN,MERCURY,,,180,,トランジット土星が出生図の水星と向かい合い、他者からの厳しい批判や現実的な指摘に向き合う時期です。自らの考えの甘さを修正し、より強固なロジックを築きましょう。,80,1
transit_natal_aspect,SATURN,VENUS,,,0,,トランジット土星が出生図の金星と重なり、誠実で成熟した人間関係や堅実な資産形成に向き合う時期です。一時的な快楽を手放し、本物の価値と長期的な絆を大切に育みましょう。,70,1
transit_natal_aspect,SATURN,VENUS,,,90,,トランジット土星が出生図の金星とスクエアを形成し、愛情面での孤独感や金銭的な制約を感じやすい時期です。自己価値を疑わず、誠実な態度で時間をかけて信頼を築きましょう。,90,1
transit_natal_aspect,SATURN,VENUS,,,180,,トランジット土星が出生図の金星と向かい合い、パートナーシップや対人関係の責任と現実を見つめ直す時期です。甘えを断ち、互いに自立した対等な関係を目指しましょう。,80,1
transit_natal_aspect,SATURN,MARS,,,0,,トランジット土星が出生図の火星と重なり、情熱と忍耐が融合して強靭な実行力を発揮できる時期です。無駄な衝動を抑え、難易度の高い大仕事に全力で取り組み成果を収めましょう。,70,1
transit_natal_aspect,SATURN,MARS,,,90,,トランジット土星が出生図の火星とスクエアを形成し、行動にブレーキがかかり強いフラストレーションを覚えやすい時期です。無理に押し通さず、エネルギーを蓄えて基礎を固めましょう。,90,1
transit_natal_aspect,SATURN,MARS,,,180,,トランジット土星が出生図の火星と向かい合い、外部からの厳しい抑圧や抵抗に直面しやすい時期です。感情的に激突せず、冷静な戦略と粘り強い交渉で乗り切りましょう。,80,1
transit_natal_aspect,SATURN,JUPITER,,,0,,トランジット土星が出生図の木星と重なり、これまでの拡大路線を整理し確固たる社会的基盤へと昇華させる時期です。現実的な枠組みを作り、持続可能な発展を確立しましょう。,70,1
transit_natal_aspect,SATURN,JUPITER,,,90,,トランジット土星が出生図の木星とスクエアを形成し、過大な理想と現実的な限界の間で調整が求められる時期です。無駄を削ぎ落とし、本当に大切な目標に資源を集中させましょう。,90,1
transit_natal_aspect,SATURN,JUPITER,,,180,,トランジット土星が出生図の木星と向かい合い、楽観的な見通しに対して現実の厳しさがチェックを入れる時期です。浮ついた計画を見直し、地に足の着いた成長を図りましょう。,80,1
transit_natal_aspect,SATURN,SATURN,,,0,,トランジット土星が出生図の土星と重なるサターン・リターン（約29.5年に一度の人生の大転換点）です。真の大人としての責任を引き受け、生涯の基盤を築く神聖な節目です。,70,1
transit_natal_aspect,SATURN,SATURN,,,90,,トランジット土星が出生図の土星とスクエアを形成し、人生の選択やキャリアにおいて重要な中間テストを迎える時期です。弱点を補強し、長期計画を再構築しましょう。,90,1
transit_natal_aspect,SATURN,SATURN,,,180,,トランジット土星が出生図の土星と向かい合い、約14年間の歩みの成果と課題が鮮明になる正念場です。これまでの実績を検証し、人生の後半戦に向けた調整を行いましょう。,80,1
transit_natal_aspect,SATURN,URANUS,,,0,,トランジット土星が出生図の天王星と重なり、革新的なアイデアを現実的な仕組みとして具現化できる時期です。古い伝統と最新の技術を融合させ、画期的な成果を生み出しましょう。,70,1
transit_natal_aspect,SATURN,URANUS,,,90,,トランジット土星が出生図の天王星とスクエアを形成し、現状維持の圧力と変革への衝動が激しく衝突する時期です。急進的な破壊を避け、秩序ある改革を進めましょう。,90,1
transit_natal_aspect,SATURN,URANUS,,,180,,トランジット土星が出生図の天王星と向かい合い、個人の自由と社会的責任の間で大きな緊張が生じる時期です。双方のバランスを取りながら、新しい生き方を模索しましょう。,80,1
transit_natal_aspect,SATURN,NEPTUNE,,,0,,トランジット土星が出生図の海王星と重なり、夢やスピリチュアルな理想を現実の形に落とし込める時期です。曖昧な想いを具体的な作品や活動として具現化しましょう。,70,1
transit_natal_aspect,SATURN,NEPTUNE,,,90,,トランジット土星が出生図の海王星とスクエアを形成し、幻想が打ち砕かれたり無力感を味わいやすい時期です。現実逃避をやめ、事実を直視して精神的な強さを養いましょう。,90,1
transit_natal_aspect,SATURN,NEPTUNE,,,180,,トランジット土星が出生図の海王星と向かい合い、理想と現実のギャップに直面する時期です。過度な悲観を避け、自らの信じる価値を現実の中でどう守るか工夫しましょう。,80,1
transit_natal_aspect,SATURN,PLUTO,,,0,,トランジット土星が出生図の冥王星と重なり、不屈の忍耐と究極の意志力で人生の構造を抜本的に再構築する時期です。過酷な試練を乗り越え、不滅の実績を打ち立てましょう。,70,1
transit_natal_aspect,SATURN,PLUTO,,,90,,トランジット土星が出生図の冥王星とスクエアを形成し、逃れられない重圧や組織的な変革に直面しやすい時期です。執着を捨て、抜本的な自己改革を断行しましょう。,90,1
transit_natal_aspect,SATURN,PLUTO,,,180,,トランジット土星が出生図の冥王星と向かい合い、限界を超えるような責任やプレッシャーと対峙する時期です。誠実さと不屈の精神を持ち、根本的な解決へ導きましょう。,80,1
transit_natal_aspect,SATURN,ASC,,,0,,トランジット土星が出生図のASCと重なり、約30年に一度の自己再構築と本格的な成熟のサイクルが始まります。自らに厳しい規律を課し、真の自信と風格を身につけましょう。,70,1
transit_natal_aspect,SATURN,ASC,,,90,,トランジット土星が出生図のASCとスクエアを形成し、自己表現の重圧や健康面・人間関係での忍耐が求められる時期です。焦らず体調管理を徹底し、着実に実力を磨きましょう。,90,1
transit_natal_aspect,SATURN,ASC,,,180,,トランジット土星が出生図のASC（DSC）と向かい合い、パートナーシップや重要な契約において真剣な責任と覚悟が問われる時期です。誠実な対話で揺るぎない信頼を築きましょう。,80,1
transit_natal_aspect,SATURN,MC,,,0,,トランジット土星が出生図のMCと重なり、約30年の集大成としてキャリアの頂点と重責を担う時期です。逃げずにリーダーシップを発揮し、永続的な実績と名声を確立しましょう。,70,1
transit_natal_aspect,SATURN,MC,,,90,,トランジット土星が出生図のMCとスクエアを形成し、仕事の重圧と家庭の責任の間で厳しい調整を迫られる正念場です。優先順位を明確にし、堅実に義務を果たしましょう。,90,1
transit_natal_aspect,SATURN,MC,,,180,,トランジット土星が出生図のMC（IC）と向かい合い、家庭環境や不動産、心の根底の再構築を行う時期です。足元の生活基盤を盤石に整え、将来の飛躍への土台を作りましょう。,80,1
transit_natal_aspect,URANUS,SUN,,,0,,トランジット天王星が出生図の太陽と重なり、人生観とアイデンティティに劇的な目覚めが訪れる大革命期です。古い殻を脱ぎ捨て、唯一無二の自由な生き方を選択しましょう。,70,1
transit_natal_aspect,URANUS,SUN,,,90,,トランジット天王星が出生図の太陽とスクエアを形成し、突発的な変化や反逆心が生じやすい激動の時期です。無謀な破壊を避け、冷静に自立と改革の道筋を切り拓きましょう。,90,1
transit_natal_aspect,URANUS,SUN,,,180,,トランジット天王星が出生図の太陽と向かい合い、他者や予期せぬ出来事によって人生の軌道修正を迫られる時期です。固定観念を手放し、新しい可能性を前向きに受け入れましょう。,80,1
transit_natal_aspect,URANUS,MOON,,,0,,トランジット天王星が出生図の月と重なり、私生活や感情のパターンに電撃的な刷新がもたらされる時期です。住まいの移転や生活習慣の改革を通じて、心地よい自由を手に入れましょう。,70,1
transit_natal_aspect,URANUS,MOON,,,90,,トランジット天王星が出生図の月とスクエアを形成し、気分の乱高下や家庭内の突発的なトラブルに注意が必要な時期です。感情的に反応せず、一人の自由な時間を確保して心を鎮めましょう。,90,1
transit_natal_aspect,URANUS,MOON,,,180,,トランジット天王星が出生図の月と向かい合い、親しい人との関係性に急な変化や距離感の見直しが訪れる時期です。依存を手放し、自立した健全な絆を育みましょう。,80,1
transit_natal_aspect,URANUS,MERCURY,,,0,,トランジット天王星が出生図の水星と重なり、天才的な閃きと先鋭的な知性が覚醒する時期です。最新のテクノロジーや独創的なアイデアを駆使し、画期的な発信や企画を行いましょう。,70,1
transit_natal_aspect,URANUS,MERCURY,,,90,,トランジット天王星が出生図の水星とスクエアを形成し、神経の過敏さや突飛な言動による誤解に注意したい時期です。発言前に一呼吸置き、論理的で丁寧な伝達を心がけましょう。,90,1
transit_natal_aspect,URANUS,MERCURY,,,180,,トランジット天王星が出生図の水星と向かい合い、常識を覆すような意見や情報に触れて知的な衝撃を受ける時期です。柔軟な思考で未知の概念を吸収し、知見を広げましょう。,80,1
transit_natal_aspect,URANUS,VENUS,,,0,,トランジット天王星が出生図の金星と重なり、電撃的なロマンスや前衛的な美意識に目覚める刺激的な時期です。既存の枠にとらわれない自由でユニークな魅力を満喫しましょう。,70,1
transit_natal_aspect,URANUS,VENUS,,,90,,トランジット天王星が出生図の金星とスクエアを形成し、気まぐれな恋愛感情や衝動的な浪費に気をつけたい時期です。一時的な刺激に流されず、冷静な価値判断を保ちましょう。,90,1
transit_natal_aspect,URANUS,VENUS,,,180,,トランジット天王星が出生図の金星と向かい合い、人間関係やパートナーシップに予想外の展開が訪れる時期です。お互いの自由と個性を尊重し合う新しい関係性を築きましょう。,80,1
transit_natal_aspect,URANUS,MARS,,,0,,トランジット天王星が出生図の火星と重なり、圧倒的な瞬発力と革新的な行動力が爆発する時期です。リスクを恐れずに大胆な挑戦へ踏み切り、現状を一気に打破しましょう。,70,1
transit_natal_aspect,URANUS,MARS,,,90,,トランジット天王星が出生図の火星とスクエアを形成し、焦りや無謀な反抗心による事故・怪我に厳重注意が必要な時期です。感情をコントロールし、安全第一で冷静に対処しましょう。,90,1
transit_natal_aspect,URANUS,MARS,,,180,,トランジット天王星が出生図の火星と向かい合い、外部からの突発的な攻撃や予期せぬ対立に直面しやすい時期です。正面衝突を避け、臨機応変な戦略でスマートにかわしましょう。,80,1
transit_natal_aspect,URANUS,JUPITER,,,0,,トランジット天王星が出生図の木星と重なり、思いがけない幸運や人生観を解放する大チャンスが到来する時期です。古いルールを飛び出し、未知の冒険へ果敢に飛び込みましょう。,70,1
transit_natal_aspect,URANUS,JUPITER,,,90,,トランジット天王星が出生図の木星とスクエアを形成し、過激な楽観主義や無謀な賭けに出やすい時期です。冷静なリスク検証を行い、着実な足場を保ちながら改革を進めましょう。,90,1
transit_natal_aspect,URANUS,JUPITER,,,180,,トランジット天王星が出生図の木星と向かい合い、急激な価値観の変革や自由への強い渇望が湧き上がる時期です。視野を大きく広げ、新しい生き方の可能性を探求しましょう。,80,1
transit_natal_aspect,URANUS,SATURN,,,0,,トランジット天王星が出生図の土星と重なり、古い伝統や構造を最新の仕組みへと刷新する大改革の好機です。過去の実績を活かしつつ、大胆な近代化を成し遂げましょう。,70,1
transit_natal_aspect,URANUS,SATURN,,,90,,トランジット天王星が出生図の土星とスクエアを形成し、守るべき規律と変革の衝動の間で激しい葛藤が生じる時期です。極端な破壊を避け、粘り強くバランスの取れた改革を模索しましょう。,90,1
transit_natal_aspect,URANUS,SATURN,,,180,,トランジット天王星が出生図の土星と向かい合い、古い縛りや制約からの劇的な脱却を促される時期です。恐れを手放し、自立した新しい自己規律を確立しましょう。,80,1
transit_natal_aspect,URANUS,URANUS,,,0,,トランジット天王星が出生図の天王星と重なるウラヌス・リターン（約84年に一度の魂の解放期）です。人生の完全な自由と真のオリジナリティを謳歌しましょう。,70,1
transit_natal_aspect,URANUS,URANUS,,,90,,トランジット天王星が出生図の天王星とスクエアを形成し、約21歳・63歳前後に訪れる人生の大きな転換期です。新しい生き方への強い衝動を受け止め、前向きな舵を切りましょう。,90,1
transit_natal_aspect,URANUS,URANUS,,,180,,トランジット天王星が出生図の天王星と向かい合う中年の危機（約42歳の人生大改革期）です。既成概念を脱ぎ捨て、魂が真に望む自由な第二の人生をスタートさせましょう。,80,1
transit_natal_aspect,URANUS,NEPTUNE,,,0,,トランジット天王星が出生図の海王星と重なり、時代の先をゆくスピリチュアルな覚醒や芸術的イノベーションが起きる時期です。直感を信じ、高次のビジョンを具現化しましょう。,70,1
transit_natal_aspect,URANUS,NEPTUNE,,,90,,トランジット天王星が出生図の海王星とスクエアを形成し、信じていた幻想が突如覆されるような衝撃を経験しやすい時期です。混乱に惑わされず、真実を見極めて精神的な自立を果たしましょう。,90,1
transit_natal_aspect,URANUS,NEPTUNE,,,180,,トランジット天王星が出生図の海王星と向かい合い、精神的な理想と現実の変革の間で強い刺激を受ける時期です。固定観念を解放し、より柔軟で自由な世界観を築きましょう。,80,1
transit_natal_aspect,URANUS,PLUTO,,,0,,トランジット天王星が出生図の冥王星と重なり、人生の根底を覆すような電撃的変容と覚醒がもたらされる時期です。恐れを完全に脱ぎ捨て、真の力強さへ生まれ変わりましょう。,70,1
transit_natal_aspect,URANUS,PLUTO,,,90,,トランジット天王星が出生図の冥王星とスクエアを形成し、予期せぬ激変や権力・構造の崩壊に直面しやすい激動期です。執着を断ち切り、抜本的な刷新を受け入れましょう。,90,1
transit_natal_aspect,URANUS,PLUTO,,,180,,トランジット天王星が出生図の冥王星と向かい合い、運命的な力によって自立と変革を強く促される時期です。抗うのではなく、新しい時代の潮流に大胆に飛び込みましょう。,80,1
transit_natal_aspect,URANUS,ASC,,,0,,トランジット天王星が出生図のASCと重なり、外見やパーソナリティが電撃的に刷新される約84年に一度の劇的な転換期です。常識の枠を壊し、唯一無二の個性を解き放ちましょう。,70,1
transit_natal_aspect,URANUS,ASC,,,90,,トランジット天王星が出生図のASCとスクエアを形成し、突発的な行動や環境の激変で周囲を驚かせやすい時期です。冷静さを保ちつつ、自分らしい自由なスタイルを確立しましょう。,90,1
transit_natal_aspect,URANUS,ASC,,,180,,トランジット天王星が出生図のASC（DSC）と向かい合い、対人関係やパートナーシップに電撃的な出会いや急激な変化が訪れる時期です。束縛のない対等で自由な絆を築きましょう。,80,1
transit_natal_aspect,URANUS,MC,,,0,,トランジット天王星が出生図のMCと重なり、キャリアや社会的立場に画期的なブレイクスルーや独立の好機が訪れる時期です。独自の道を切り拓き、時代を先取りするリーダーになりましょう。,70,1
transit_natal_aspect,URANUS,MC,,,90,,トランジット天王星が出生図のMCとスクエアを形成し、職務環境の急変や進路変更の衝動に直面しやすい時期です。衝動的な辞職を避け、戦略的に新しいキャリアへの準備を進めましょう。,90,1
transit_natal_aspect,URANUS,MC,,,180,,トランジット天王星が出生図のMC（IC）と向かい合い、住居の移転や家族関係のあり方に電撃的な変化が訪れる時期です。固定観念にとらわれない自由な生活基盤を築きましょう。,80,1
transit_natal_aspect,NEPTUNE,SUN,,,0,,トランジット海王星が出生図の太陽と重なり、崇高な夢や芸術的感性、神秘的なインスピレーションが最高潮に達する時期です。エゴを手放し、大いなる理想を人生に描きましょう。,70,1
