planet1,planet2,aspect,Aspect_Angle,Summary
SATURN,NEPTUNE,square,90,社会的な不安、失望、不信感が蔓延し、足元が揺らぎやすい注意が必要な時期です。制度の不備や隠蔽工作が露呈し、混乱が生じることがあります。甘い現実逃避を戒め、事実を直視して地道な立て直しを図りましょう。
SATURN,NEPTUNE,trine,120,高い倫理観と現実的な実行力が結びつき、社会的な弱者の救済や精神文化の発展が着実に進む調和的な時期です。静かな献身や地道な努力が正当に評価され、深い安心感が社会に定着します。
SATURN,NEPTUNE,quincunx,150,現実的な義務と理想のビジョンとの間で折り合いがつかず、迷いが生じやすい時期です。曖昧な妥協は後で混乱を招きます。制度の限界を認めつつ、できることから少しずつ軌道修正を図りましょう。
SATURN,NEPTUNE,opposition,180,現実主義と理想主義の激しい対立、あるいは集団的な幻滅と厳しい現実の突きつけを経験する時期です。虚飾や嘘は通用しません。真摯に現実を受け止め、偽りのない真実に基づいた体制の立て直しが求められます。
SATURN,PLUTO,conjunction,0,社会構造や権力体制の根本的な解体と再構築が断行される歴史的な激変期です。圧倒的なプレッシャーと試練の中で、不要なシステムが崩壊し新たな秩序が誕生します。不屈の覚悟で基盤を再建しましょう。
SATURN,PLUTO,sextile,60,強靭な忍耐力と自己規律によって、困難な組織改革や構造改革が着実に前進する好機です。社会的な危機を克服する確固たるリーダーシップが発揮されます。地に足をつけた着実な変革を進めましょう。
SATURN,PLUTO,square,90,権力闘争、厳しい経済的・社会的な試練、強権的な統制が強まりやすい過酷な時期です。無理な現状維持は破綻を招きます。古い利権や執着を手放し、痛みを伴う抜本的な改革を受け入れる覚悟が必要です。
SATURN,PLUTO,trine,120,不屈の精神と卓越した統率力により、社会的な大事業や構造改革が揺るぎない成功を収める最強の建設期です。困難を乗り越えて築かれた体制は長期的な繁栄を支えます。高い志を持って大改革を成し遂げましょう。
SATURN,PLUTO,quincunx,150,厳しい現実の制約と不可抗力的な変革の圧力との間で強い軋轢が生じる時期です。力づくの抑圧は反発を強めます。状況を冷静に分析し、摩擦を最小限に抑える現実的な適応策を模索しましょう。
SATURN,PLUTO,opposition,180,体制の崩壊や強大な権力との正面対決が避けられない極度の緊張局面です。理不尽な圧力に直面することもあります。感情的な暴発を抑え、自らの正当性と倫理観を堅持して粘り強く対峙しましょう。
URANUS,NEPTUNE,conjunction,0,時代精神の劇的な転換点であり、革新的なテクノロジーとスピリチュアルな意識改革が融合する世紀の幕開けです。人々の価値観や世界観が根底から覆り、新たな芸術や文明の息吹が生まれます。
URANUS,NEPTUNE,sextile,60,先進的なテクノロジーと人道的な理想が調和し、より良い社会の実現に向けたイノベーションが広がる時代的な好機です。独創的な発想が人々の共感を呼び、文化的な発展をもたらします。
URANUS,NEPTUNE,square,90,急進的な改革と集団的な幻想が衝突し、社会不安やイデオロギーの混乱が生じやすい時代的な転換期です。不確かな情報に惑わされず、冷静な理性と客観性を保つことが求められます。
URANUS,NEPTUNE,trine,120,科学技術と精神文化の調和的な融合が進み、人類の意識が一段と進化する素晴らしい黄金期です。豊かなイマジネーションが具現化し、希望に満ちた未来社会への道筋が照らされます。
URANUS,NEPTUNE,quincunx,150,技術革新のスピードと社会全体の心理的受容との間でギャップが生じやすい時期です。急速な変化に不安を抱く人々への配慮と、倫理的な基準の整備が不可欠となります。
URANUS,NEPTUNE,opposition,180,科学的合理主義と宗教・神秘主義の激しい対立が表面化する緊張の時期です。社会的な理想を巡る分断が深まりやすいため、対立を超えた包括的な視野の獲得が課題となります。
URANUS,PLUTO,conjunction,0,社会の根本的な変革と爆発的なテクノロジーの進化が重なる歴史的な大激変期です。古い体制が完全に解体され、圧倒的なパワーで新たな文明の基礎が築かれます。激動の波を恐れず乗り越えましょう。
URANUS,PLUTO,sextile,60,破壊と再生、そして革新のエネルギーが建設的に働き、社会構造の健全な近代化が力強く推進される好機です。既存の限界を突破する大改革が着実に実を結びます。
URANUS,PLUTO,square,90,急進的な革命の動きと強権的な支配体制が激突する激動と危機の時期です。突発的な社会変動や秩序の混乱に直面します。理不尽な圧力に屈せず、冷静に自己の安全と正義を守りましょう。
URANUS,PLUTO,trine,120,不屈の再生力と画期的なイノベーションが融合する最強の変革期です。社会や文明が飛躍的な進化を遂げ、持続可能で力強い新たな時代が切り開かれます。高い理想を掲げて大改革を成し遂げましょう。
URANUS,PLUTO,quincunx,150,不可抗力的な社会の大変革と個別の制度運用との間で強い摩擦が生じる時期です。急激な変化に対応しきれない分野のケアと、粘り強い制度の微調整が必要とされます。
URANUS,PLUTO,opposition,180,権威主義的な統制と自由を求める民衆の反乱が真っ向から対立する世界的な緊張の時期です。社会の根幹を揺るがす地殻変動が起こります。暴力や極端な破壊を避け、真の民主的改革を目指す対話が試されます。
NEPTUNE,PLUTO,conjunction,0,約500年周期で訪れる、人類の集合的無意識と精神文明の完全な再生を象徴する偉大な時期です。古い精神的パラダイムが崩壊し、新たなスピリチュアルな覚醒と文化芸術の復興が始まります。
NEPTUNE,PLUTO,sextile,60,数十年間にわたり持続する、人類の意識の進化と文化・芸術・心理学の深い発展を支える調和的な背景です。深い精神的洞察と人道的な理想が結びつき、世界的な平和と変容への希望を育みます。
NEPTUNE,PLUTO,square,90,集団的な狂気、イデオロギーの暴走、精神的な混乱が世界を覆いやすい危機の時代です。虚偽や洗脳、社会的な絶望感に警戒が必要です。確固たる理性と高い倫理観を持って真実を見極める強さが求められます。
NEPTUNE,PLUTO,trine,120,崇高な精神性と強大な再生力が完璧に共鳴し、人類文明が至高の精神的繁栄を謳歌する奇跡的な黄金時代です。芸術、宗教、科学の真の調和が達成され、世界的な癒やしと進化がもたらされます。
NEPTUNE,PLUTO,quincunx,150,精神的な理想の追求と社会の根源的な権力構造との間で深い矛盾と葛藤が生じる時期です。理想論だけでは解決できない現実の闇に直面します。現実逃避をせず、地道な社会浄化と意識変革を重ねましょう。
NEPTUNE,PLUTO,opposition,180,人類の精神的・霊的な価値観を巡る極限の対立と、既存の宗教・イデオロギーの完全な解体を経験する激動期です。嘘や虚飾が徹底的に暴かれます。真の魂の自立と普遍的な愛への目覚めが問われます。
