Template_ID,Month_ID,Section_Order,Planet,Event_Type,Transit_Sign_From,Transit_Sign_To,Solar_House_From,Solar_House_To,Natal_House_From,Natal_House_To,Natal_House_At_Event,Date_Source,Date_Key,Date_Precision,Paragraph_Template,Priority,Active_Flag
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S03_S04_N10,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,3,4,ANY,ANY,10,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}に逆行中の金星が蠍座から天秤座へ戻ると、対外的な連絡や広報活動から、自分の基盤となる足元の生活や身内との信頼関係へと意識が戻ります。社会的な活動を支えるプライベートな環境を整えることで、地に足のついた安心感が生まれます。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S03_S04_N11,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,3,4,ANY,ANY,11,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,逆行金星が蠍座から天秤座へ戻る{event_date}を境に、情報共有や仲間との活発なやり取りが落ち着き、心を許せる親しい人々との温かな時間に意識がシフトします。身近な生活圏で穏やかに過ごすことが、これからのネットワークを育む心の余裕につながります。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S03_S04_N12,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,3,4,ANY,ANY,12,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}以降、逆行金星が蠍座から天秤座へ戻ると、外への発信や連絡の慌ただしさから離れ、家庭や静かなプライベート空間で心を休めたくなります。自分の内なる感情や生活の調和を静かに見つめ直すことで、深く癒やされ、本来の平穏を取り戻せるでしょう。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S04_S05_N01,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,4,5,ANY,ANY,1,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}に逆行中の金星が蠍座から天秤座へ戻ると、家庭内の閉塞感や身内の気兼ねから解放され、自分らしい楽しみや創作活動に素直に向き合えるようになります。過去に夢中になった趣味や自己表現を再開することで、心地よいワクワク感が戻ってきます。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S04_S05_N02,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,4,5,ANY,ANY,2,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,逆行金星が蠍座から天秤座へ戻る{event_date}を境に、生活基盤の維持ばかりに注いでいた意識が和らぎ、心を満たす豊かな趣味や娯楽の価値を再認識する流れへ入ります。無理のない範囲で好きなことにリソースを投じることで、生活に潤いと活気が蘇るでしょう。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S04_S05_N03,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,4,5,ANY,ANY,3,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}以降、逆行金星が蠍座から天秤座へ戻ると、家族内の細かな決め事から一歩離れ、気軽に楽しめる知的な遊びやクリエイティブな表現に意識が向かいます。昔好きだった本やアートに触れ直すことが、日常の心地よい気分転換になります。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S04_S05_N04,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,4,5,ANY,ANY,4,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}に逆行中の金星が蠍座から天秤座へ戻ることで、住環境の深刻な悩みへの囚われが薄れ、私生活の中で純粋な喜びや遊び心を味わう段階へ進みます。居心地の良い空間で好きな創作やおもてなしを楽しむことで、家庭内に明るい調和が広がります。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S04_S05_N05,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,4,5,ANY,ANY,5,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,逆行金星が蠍座から天秤座へ戻る{event_date}を境に、感情の重たいこだわりが解け、素直に自己表現や恋愛、創作の楽しさを楽しむ流れへシフトします。過去の作品を見直し、自分らしい美意識を優しく磨き直すことで、創作への自信と愛着が深まります。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S04_S05_N06,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,4,5,ANY,ANY,6,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}以降、逆行金星が蠍座から天秤座へ戻ると、日々の義務感や生活の管理から少し意識を緩め、日々のルーティンに楽しい工夫を取り入れる段階に入ります。仕事や作業の中に小さな遊び心や美的センスを散りばめることで、気持ちがふっと軽くなります。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S04_S05_N07,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,4,5,ANY,ANY,7,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}に逆行中の金星が蠍座から天秤座へ戻ることで、身内のしがらみや身近な摩擦を乗り越え、パートナーや大切な人と心躍る楽しい時間を分かち合う流れへ向かいます。お互いの好みを尊重しながらデートや対話を楽しむことで、愛の絆が優しく深まります。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S04_S05_N08,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,4,5,ANY,ANY,8,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,逆行金星が蠍座から天秤座へ戻る{event_date}を境に、内面的な葛藤や重い感情の整理が一段落し、好きな活動を通じて心を伸びやかに解放する時期へ進みます。情熱を注げる趣味やアートに没頭することで、深層のストレスが自然と心地よく昇華されます。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S04_S05_N09,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,4,5,ANY,ANY,9,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}以降、逆行金星が蠍座から天秤座へ入ると、居場所の限定的な関心から視野が広がり、知的な探求や文化的な楽しみを純粋に味わう段階へ入ります。昔憧れていた専門分野やアートに再び触れることが、知的な喜びと豊かなインスピレーションをもたらします。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S04_S05_N10,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,4,5,ANY,ANY,10,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}に逆行中の金星が蠍座から天秤座へ戻ると、足元の地固めに集中していた段階から、自分らしさを発揮できる魅力的な活動へ意識が戻ります。過去の企画や表現スタイルを丁寧に再調整して打ち出すことで、周囲からの好感と応援を自然に集められます。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S04_S05_N11,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,4,5,ANY,ANY,11,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,逆行金星が蠍座から天秤座へ戻る{event_date}を境に、内輪の課題から離れ、共通の趣味や楽しい目的を持つ仲間との交流へ意識が向かいます。昔の友人や気心の知れたコミュニティと楽しい企画を共有することで、未来へ向けた前向きな元気が湧いてきます。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S04_S05_N12,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,4,5,ANY,ANY,12,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}以降、逆行金星が蠍座から天秤座へ戻ることで、家庭や私生活での緊張が解け、一人で静かに創作や趣味に没頭する贅沢な時間を大切にしたくなります。過去の思い出や感性を静かに振り返ることで、心の奥深くから豊かな癒やしと喜びが満ちてきます。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S05_S06_N01,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,5,6,ANY,ANY,1,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}に逆行中の金星が蠍座から天秤座へ戻ると、自己主張や遊びへの過度な熱中が落ち着き、日々の体調管理や実務環境の改善に意識が向かいます。無理のない生活リズムを取り戻し、身の回りの整理を進めることで、心身のバランスが心地よく整います。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S05_S06_N02,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,5,6,ANY,ANY,2,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,逆行金星が蠍座から天秤座へ戻る{event_date}を境に、趣味や娯楽への出費を見直し、日々の実務や健康維持への投資を適正化する流れへ進みます。職場での役割分担や道具の手入れを丁寧に行うことで、実利につながる作業効率が自然と向上するでしょう。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S05_S06_N03,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,5,6,ANY,ANY,3,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}以降、逆行金星が蠍座から天秤座へ戻ることで、表現へのこだわりから一歩引き、日々の細かな業務手順や連絡体制の調整に目が向きます。同僚との業務連絡を丁寧に重ね、サポートし合う関係を築くことが、日常のストレスを優しく軽減してくれます。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S05_S06_N04,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,5,6,ANY,ANY,4,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}に逆行中の金星が蠍座から天秤座へ入ると、自己中心的な楽しみよりも、家庭内の役割分担や日常の家事動線の改善に意識がシフトします。身内の健康を気遣い、生活空間の清潔さや快適さを整え直すことで、穏やかな安心感が家族全体に広がります。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S05_S06_N05,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,5,6,ANY,ANY,5,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,逆行金星が蠍座から天秤座へ戻る{event_date}を境に、ドラマチックな表現への執着が解け、地道な作業や技術のブラッシュアップを楽しむ段階へ入ります。日々のルーティンワークの中に美的工夫を取り入れることで、無理なく質の高い成果を生み出せます。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S05_S06_N06,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,5,6,ANY,ANY,6,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}以降、逆行金星が蠍座から天秤座へ戻ることで、職場内の人間関係の緊張が和らぎ、公平で心地よい労働環境の再構築へ進みます。お互いの負担を気遣い合い、業務の偏りを是正することで、チーム全体の効率とモチベーションが回復します。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S05_S06_N07,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,5,6,ANY,ANY,7,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}に逆行中の金星が蠍座から天秤座へ戻ると、恋愛や自己アピールでの駆け引きを反省し、パートナーとの日々の生活習慣や役割のすり合わせに目が向きます。互いの健康や日常の負担を思いやる姿勢が、実生活に根ざした深い信頼感を育みます。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S05_S06_N08,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,5,6,ANY,ANY,8,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,逆行金星が蠍座から天秤座へ戻る{event_date}を境に、個人的な感情の揺れを整理し、身体のメンテナンスや生活習慣の改善に専念する流れへ向かいます。過去の疲れを癒やすケアを取り入れ、心身のバランスを取り戻すことで、日々の活力と集中力が蘇ります。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S05_S06_N09,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,5,6,ANY,ANY,9,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}以降、逆行金星が蠍座から天秤座へ入ると、抽象的な理想の追求から、日々の仕事や研究の実務的な完成度を高める段階へ移行します。これまでに得た知識を実用的なマニュアルや手順書として整理することが、周囲への大きな貢献につながります。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S05_S06_N10,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,5,6,ANY,ANY,10,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}に逆行中の金星が蠍座から天秤座へ戻ることで、派手な成果を追う姿勢から、職場の土台を支える実務手順の改善へと意識が戻ります。周囲との公平な協力体制を整え、誠実に業務をこなすことで、職務上の信頼が着実に強固なものとなります。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S05_S06_N11,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,5,6,ANY,ANY,11,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,逆行金星が蠍座から天秤座へ戻る{event_date}を境に、仲間内での自己顕示を控え、グループや共同作業のサポート役に回る心地よさを実感します。チームの事務作業や連絡調整を親身に引き受けることで、仲間からの感謝と揺るぎない絆が得られます。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S05_S06_N12,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,5,6,ANY,ANY,12,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}以降、逆行金星が蠍座から天秤座へ戻ると、外への表現意欲を一旦休め、心身のデトックスや静かなケアに時間を充てたくなります。乱れた生活リズムを整え、無理のないスケジュールへと修正することで、深い安心と活力が内側から満ちてきます。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S06_S07_N01,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,6,7,ANY,ANY,1,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}に逆行中の金星が蠍座から天秤座へ戻ると、実務の細部へのこだわりや緊張感が和らぎ、大切なパートナーや対人関係の調和を取り戻す段階へ移ります。相手の立場を尊重し、公平な対話を心がけることで、互いの信頼関係が心地よく修復されます。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S06_S07_N02,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,6,7,ANY,ANY,2,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,逆行金星が蠍座から天秤座へ戻る{event_date}を境に、日々の損得や作業効率の追求から、契約関係や協力者との公正な条件の再確認へと意識が向かいます。お互いに無理のないバランスを話し合うことで、長期的な共同関係の基盤がしっかりと安定するでしょう。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S06_S07_N03,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,6,7,ANY,ANY,3,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}以降、逆行金星が蠍座から天秤座へ入ることで、事務的な連絡の慌ただしさが落ち着き、親しい相手と丁寧に向き合う時間が生まれます。過去の行き違いや遠慮を解消し、率直で温かな言葉を交わすことで、パートナーとの絆が優しく結び直されます。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S06_S07_N04,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,6,7,ANY,ANY,4,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}に逆行中の金星が蠍座から天秤座へ戻ると、生活管理の負担感から解放され、家族や身近なパートナーとの公平な関係性の見直しへ進みます。家庭内の役割を互いに納得いく形へと再調整することで、生活空間に心地よい調和が戻ってきます。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S06_S07_N05,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,6,7,ANY,ANY,5,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,逆行金星が蠍座から天秤座へ戻る{event_date}を境に、義務感に追われる日常から、愛する人や大切な共同制作者との楽しい交流へと意識がシフトします。過去の楽しい思い出を語り合ったり、感謝を伝え合ったりすることが、二人の関係を温かく彩ります。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S06_S07_N06,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,6,7,ANY,ANY,6,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}以降、逆行金星が蠍座から天秤座へ戻ることで、職場の細かな摩擦や不満を整理し、同僚や取引先との公平な協力体制を再構築する流れに入ります。相手への配慮と思いやりを前面に出すことで、円滑で心地よいビジネス関係が回復します。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S06_S07_N07,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,6,7,ANY,ANY,7,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}に逆行中の金星が蠍座から天秤座へ戻ることで、日々の実務に追われていた状態から、パートナーシップの本質的な調和を再確認する時期へ入ります。お互いの価値観をじっくりすり合わせ、対等な関係を築き直すことで、揺るぎない絆が深まります。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S06_S07_N08,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,6,7,ANY,ANY,8,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,逆行金星が蠍座から天秤座へ戻る{event_date}を境に、義務的な負担感を乗り越え、親密な相手との心の結びつきを丁寧に修復する段階へ向かいます。デリケートな感情も穏やかに共有し合うことで、深い安心感と相互の深い信頼がしっかりと育まれます。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S06_S07_N09,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,6,7,ANY,ANY,9,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}以降、逆行金星が蠍座から天秤座へ入ると、目先の細かい作業から視点が広がり、対人関係における公平な理念や共通の目標を見つめ直す流れへ進みます。相手と知的な対話を重ね、お互いの理想を尊重し合うことで、関係性がより豊かなものになります。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S06_S07_N10,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,6,7,ANY,ANY,10,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}に逆行中の金星が蠍座から天秤座へ戻ることで、実務の処理能力だけでなく、対外的な交渉やパートナーシップの調和が重視される段階へ移ります。誠実で公平な態度を徹底することで、公私ともに重要な人物からの信頼が回復します。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S06_S07_N11,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,6,7,ANY,ANY,11,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,逆行金星が蠍座から天秤座へ戻る{event_date}を境に、日々の細かな調整から、仲間や協力者との信頼関係の再構築へと意識がシフトします。過去の約束や役割分担を公平に見直し、心地よい協力体制を整えることで、グループ全体の結束が強まります。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S06_S07_N12,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,6,7,ANY,ANY,12,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}以降、逆行金星が蠍座から天秤座へ戻ると、日常の重圧から一歩引き、心の中にある対人関係のわだかまりを静かに手放す流れへ入ります。相手への過度な要求を緩め、穏やかな受容の心を持つことで、内面からの深い平穏と調和を取り戻せるでしょう。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S07_S08_N01,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,7,8,ANY,ANY,1,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}に逆行中の金星が蠍座から天秤座へ戻ると、対人関係での駆け引きや緊張感が和らぎ、大切な人との深い信頼関係や共有資源のバランスを整え直す段階へ入ります。過去の支援や好意に感謝を示し、対等な絆を確認することで、心が深く安らぎます。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S07_S08_N02,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,7,8,ANY,ANY,2,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,逆行金星が蠍座から天秤座へ戻る{event_date}を境に、相手への過度な要求や経済的な不公平感を見直し、共有財産の運用や貸し借りを公正に整理する流れへ進みます。隠れた負担をオープンにして誠実に話し合うことで、経済的・心理的な安心感がしっかりと定着します。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S07_S08_N03,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,7,8,ANY,ANY,3,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}以降、逆行金星が蠍座から天秤座へ戻ることで、対人面での議論の過熱が落ち着き、身近な人との深層心理や秘密を分かち合う対話へと意識が深まります。言葉にできなかった本音を優しく打ち明け合うことで、互いの理解が一段と深まります。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S07_S08_N04,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,7,8,ANY,ANY,4,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}に逆行中の金星が蠍座から天秤座へ入ると、家庭外の人間関係の摩擦から離れ、家族や身内の財産管理や感情的な結びつきの再調整へ意識が向かいます。お互いの心理的負担をいたわり、公平な助け合いを再確認することが、家庭の安心感を強めます。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S07_S08_N05,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,7,8,ANY,ANY,5,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,逆行金星が蠍座から天秤座へ戻る{event_date}を境に、外向きの自己表現の張り合いを控え、親しい人との親密な時間や共有する喜びに深く浸る流れへ移ります。過去の深い思い出や愛着を穏やかに振り返ることで、内なる情熱が温かく満たされます。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S07_S08_N06,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,7,8,ANY,ANY,6,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}以降、逆行金星が蠍座から天秤座へ戻ると、対人折衝のストレスが一段落し、職場での共有資産やデータ、業務の引き継ぎ態勢の再点検へ意識が向きます。公平な分担と透明性のある管理を徹底することで、チーム内の信頼と実務の安全性が高まります。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S07_S08_N07,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,7,8,ANY,ANY,7,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}に逆行中の金星が蠍座から天秤座へ戻ることで、パートナーとの表面的な主導権争いが解け、深い部分での相互理解と絆を修復する段階へ進みます。過去の約束や心理的なもつれを優しく清算し合うことで、真のパートナーシップが蘇ります。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S07_S08_N08,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,7,8,ANY,ANY,8,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,逆行金星が蠍座から天秤座へ戻る{event_date}を境に、相手との激しい感情の対立を反省し、心通う調和を取り戻すための穏やかな対話へ向かいます。受け取った愛情や恩義を素直に受け入れ、感謝を伝えることで、魂の深い結びつきがより強固になります。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S07_S08_N09,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,7,8,ANY,ANY,9,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}以降、逆行金星が蠍座から天秤座へ入ると、対人関係の哲学的な議論が落ち着き、先人の知恵や精神的な遺産を深く味わう段階へ移行します。専門的な研究や心理的な探求に静かに向き合うことで、物事の本質を見抜く洞察力が磨かれます。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S07_S08_N10,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,7,8,ANY,ANY,10,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}に逆行中の金星が蠍座から天秤座へ戻ることで、対外的な交渉や契約のプレッシャーが和らぎ、組織内の共有資金や権限の配分を公正に見直す流れへ進みます。透明性の高い協力関係を築き直すことが、ビジネスの基盤を確かなものにします。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S07_S08_N11,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,7,8,ANY,ANY,11,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,逆行金星が蠍座から天秤座へ戻る{event_date}を境に、仲間内での意見の衝突が収まり、共同プロジェクトの資源や基金の管理を公平に再調整する段階へ入ります。お互いの貢献度を公正に評価し合うことで、グループ全体の連帯感が心地よく深まります。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S07_S08_N12,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,7,8,ANY,ANY,12,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}以降、逆行金星が蠍座から天秤座へ戻ると、対人関係の緊張から距離を置き、自分自身の内面にある執着や不安を静かに手放す時間に入ります。過去の感情的な痛みを丁寧にほぐし、心を整えることで、穏やかな精神的平穏と回復力を取り戻せます。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S08_S09_N01,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,8,9,ANY,ANY,1,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}に逆行中の金星が蠍座から天秤座へ戻ると、深刻な心理的葛藤や執着から意識が解き放たれ、より広い視野で物事の本質や人生の指針を見つめ直す流れへ進みます。過去に感銘を受けた思想や学問に触れ直すことで、心に清々しい希望が戻ってきます。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S08_S09_N02,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,8,9,ANY,ANY,2,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,逆行金星が蠍座から天秤座へ戻る{event_date}を境に、共有リソースへの不安や義務感が和らぎ、知的な学びや教養を深めることへと価値観がシフトします。過去の教材や専門知識を復習し、自らの知見を磨き直すことが、将来の豊かさへの確かな土台となります。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S08_S09_N03,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,8,9,ANY,ANY,3,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}以降、逆行金星が蠍座から天秤座へ戻ることで、深層のしがらみに囚われていた状態から、開放的で知的な対話や異文化の学びに目が向きます。視野の広い友人との語り合いを通じて、日常の小さな悩みを俯瞰できる心の余裕が生まれるでしょう。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S08_S09_N04,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,8,9,ANY,ANY,4,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}に逆行中の金星が蠍座から天秤座へ入ると、家庭内の重苦しい問題から一歩距離を置き、精神的な理想や人生の哲学を静かに見つめ直す時間が得られます。心地よい教養書や美しいアートに親しむことで、私生活の中に豊かな品格と安らぎが広がります。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S08_S09_N05,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,8,9,ANY,ANY,5,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,逆行金星が蠍座から天秤座へ戻る{event_date}を境に、情念の深い執着から心が解放され、知的好奇心や普遍的な美意識に基づいた創作へと意識が向かいます。過去に温めていた高潔なテーマのアイデアを再考することで、作品に洗練された気品が宿ります。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S08_S09_N06,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,8,9,ANY,ANY,6,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}以降、逆行金星が蠍座から天秤座へ戻ると、職場の重たい人間関係や責任の重圧が和らぎ、業務の理念や専門スキルの再点検へと目が向きます。より合理的で洗練された手順を導入し直すことで、日々の仕事に高いやりがいと誇りが蘇ります。,100,1
2026_10_SIGN_VENUS_SCORPIO_LIBRA_S08_S09_N07,2026-10,35,VENUS,sign_ingress,SCORPIO,LIBRA,8,9,ANY,ANY,7,transit_calendar,VENUS:sign_ingress:LIBRA,exact_day,{event_date}に逆行中の金星が蠍座から天秤座へ戻ることで、パートナーとの重苦しい感情のぶつかり合いが収まり、お互いの理想や将来のビジョンを語り合う段階へ移ります。対等な知性と価値観を尊重し合うことで、関係性がより高次元で調和していきます。,100,1
