Rule_ID,Category,Factor_Type,Peak_Type,Transit_Planet,Natal_Target,Target_Role,House_System,Target_House,Aspect_Angle,Aspect_Class,Transit_State,Orb_Max,Duration_Days_Before,Duration_Days_After,Activation_Weight,Caution_Weight,Intensity_Hint,Tone,Monthly_Title,Monthly_Summary,Monthly_Description,Monthly_Caution,Yearly_Summary,Priority,Tags,Active_Flag,Narrative_Key,Narrative_Priority
AUTO_LOVE_T2N_JUPITER_MERCURY_A150,love,transit_to_natal,relationship,JUPITER,MERCURY,communication,natal,ANY,150,adjustment,direct,2.5,3,5,3,2,medium,mixed,恋愛・対人が動きやすい,T 木星 と N 水星 の150度により、好意、会話、距離感、関係性に動きが出やすい時期です。,恋愛や対人関係の接点、温度、見直し、親密さのどこかが動きやすくなる大枠ルールです。,期待や不安だけで判断せず、相手との距離感を確認すること。,恋愛・対人関係に動きが出やすい流れ,1134,auto;love;aspect;jupiter;mercury;150,1,relationship_review,2
AUTO_LOVE_T2N_JUPITER_MERCURY_A180,love,transit_to_natal,relationship,JUPITER,MERCURY,communication,natal,ANY,180,opposition,direct,2.5,3,5,3,2,medium,mixed,恋愛・対人が動きやすい,T 木星 と N 水星 の180度により、好意、会話、距離感、関係性に動きが出やすい時期です。,恋愛や対人関係の接点、温度、見直し、親密さのどこかが動きやすくなる大枠ルールです。,期待や不安だけで判断せず、相手との距離感を確認すること。,恋愛・対人関係に動きが出やすい流れ,1135,auto;love;aspect;jupiter;mercury;180,1,relationship_review,2
AUTO_LOVE_T2N_JUPITER_VENUS_A0,love,transit_to_natal,romance,JUPITER,VENUS,love_style,natal,ANY,0,conjunction,direct,2.5,3,5,4,0,high,positive,好意と魅力が広がりやすい時期,木星がネイタルの好意と魅力に重なりを作り、対人面で好意や期待が育ちやすい流れです。,好意と魅力に関する会話や関心が広がりやすい時です。気持ちを急いで確定せず、心地よく続く関わり方を選ぶほど、関係の可能性を活かせます。,期待を膨らませすぎず、相手との現実的な距離や予定も確かめてください。,木星がネイタルの好意と魅力を刺激し、対人面の好意と可能性が広がる流れです。,1136,auto;love;aspect;jupiter;venus;0,1,attraction,3
AUTO_LOVE_T2N_JUPITER_VENUS_A60,love,transit_to_natal,romance,JUPITER,VENUS,love_style,natal,ANY,60,soft,direct,2.5,3,5,4,0,high,positive,好意と魅力が広がりやすい時期,木星がネイタルの好意と魅力に自然な連携を作り、対人面で好意や期待が育ちやすい流れです。,好意と魅力に関する会話や関心が広がりやすい時です。気持ちを急いで確定せず、心地よく続く関わり方を選ぶほど、関係の可能性を活かせます。,期待を膨らませすぎず、相手との現実的な距離や予定も確かめてください。,木星がネイタルの好意と魅力を刺激し、対人面の好意と可能性が広がる流れです。,1137,auto;love;aspect;jupiter;venus;60,1,attraction,3
AUTO_LOVE_T2N_JUPITER_VENUS_A90,love,transit_to_natal,emotional_pressure,JUPITER,VENUS,love_style,natal,ANY,90,hard,direct,2.5,3,5,3,2,medium,mixed,恋愛・対人が動きやすい,T 木星 と N 金星 の90度により、好意、会話、距離感、関係性に動きが出やすい時期です。,恋愛や対人関係の接点、温度、見直し、親密さのどこかが動きやすくなる大枠ルールです。,期待や不安だけで判断せず、相手との距離感を確認すること。,恋愛・対人関係に動きが出やすい流れ,1138,auto;love;aspect;jupiter;venus;90,1,boundary,3
AUTO_LOVE_T2N_JUPITER_VENUS_A150,love,transit_to_natal,emotional_pressure,JUPITER,VENUS,love_style,natal,ANY,150,adjustment,direct,2.5,3,5,3,2,medium,mixed,恋愛・対人が動きやすい,T 木星 と N 金星 の150度により、好意、会話、距離感、関係性に動きが出やすい時期です。,恋愛や対人関係の接点、温度、見直し、親密さのどこかが動きやすくなる大枠ルールです。,期待や不安だけで判断せず、相手との距離感を確認すること。,恋愛・対人関係に動きが出やすい流れ,1139,auto;love;aspect;jupiter;venus;150,1,boundary,3
AUTO_LOVE_T2N_JUPITER_VENUS_A180,love,transit_to_natal,emotional_pressure,JUPITER,VENUS,love_style,natal,ANY,180,opposition,direct,2.5,3,5,3,2,medium,mixed,恋愛・対人が動きやすい,T 木星 と N 金星 の180度により、好意、会話、距離感、関係性に動きが出やすい時期です。,恋愛や対人関係の接点、温度、見直し、親密さのどこかが動きやすくなる大枠ルールです。,期待や不安だけで判断せず、相手との距離感を確認すること。,恋愛・対人関係に動きが出やすい流れ,1140,auto;love;aspect;jupiter;venus;180,1,boundary,3
AUTO_LOVE_T2N_JUPITER_MARS_A0,love,transit_to_natal,romance,JUPITER,MARS,action_drive,natal,ANY,0,conjunction,direct,2.5,3,5,4,0,high,positive,行動力と距離感が広がりやすい時期,木星がネイタルの行動力と距離感に重なりを作り、対人面で好意や期待が育ちやすい流れです。,行動力と距離感に関する会話や関心が広がりやすい時です。気持ちを急いで確定せず、心地よく続く関わり方を選ぶほど、関係の可能性を活かせます。,期待を膨らませすぎず、相手との現実的な距離や予定も確かめてください。,木星がネイタルの行動力と距離感を刺激し、対人面の好意と可能性が広がる流れです。,1141,auto;love;aspect;jupiter;mars;0,1,attraction,2
AUTO_LOVE_T2N_JUPITER_MARS_A60,love,transit_to_natal,romance,JUPITER,MARS,action_drive,natal,ANY,60,soft,direct,2.5,3,5,4,0,high,positive,行動力と距離感が広がりやすい時期,木星がネイタルの行動力と距離感に自然な連携を作り、対人面で好意や期待が育ちやすい流れです。,行動力と距離感に関する会話や関心が広がりやすい時です。気持ちを急いで確定せず、心地よく続く関わり方を選ぶほど、関係の可能性を活かせます。,期待を膨らませすぎず、相手との現実的な距離や予定も確かめてください。,木星がネイタルの行動力と距離感を刺激し、対人面の好意と可能性が広がる流れです。,1142,auto;love;aspect;jupiter;mars;60,1,attraction,2
AUTO_LOVE_T2N_JUPITER_MARS_A90,love,transit_to_natal,emotional_pressure,JUPITER,MARS,action_drive,natal,ANY,90,hard,direct,2.5,3,5,3,2,medium,mixed,恋愛・対人が動きやすい,T 木星 と N 火星 の90度により、好意、会話、距離感、関係性に動きが出やすい時期です。,恋愛や対人関係の接点、温度、見直し、親密さのどこかが動きやすくなる大枠ルールです。,期待や不安だけで判断せず、相手との距離感を確認すること。,恋愛・対人関係に動きが出やすい流れ,1143,auto;love;aspect;jupiter;mars;90,1,boundary,2
AUTO_LOVE_T2N_JUPITER_MARS_A120,love,transit_to_natal,romance,JUPITER,MARS,action_drive,natal,ANY,120,soft,direct,2.5,3,5,4,0,high,positive,行動力と距離感が広がりやすい時期,木星がネイタルの行動力と距離感に無理のない後押しを作り、対人面で好意や期待が育ちやすい流れです。,行動力と距離感に関する会話や関心が広がりやすい時です。気持ちを急いで確定せず、心地よく続く関わり方を選ぶほど、関係の可能性を活かせます。,期待を膨らませすぎず、相手との現実的な距離や予定も確かめてください。,木星がネイタルの行動力と距離感を刺激し、対人面の好意と可能性が広がる流れです。,1144,auto;love;aspect;jupiter;mars;120,1,attraction,2
AUTO_LOVE_T2N_JUPITER_MARS_A150,love,transit_to_natal,emotional_pressure,JUPITER,MARS,action_drive,natal,ANY,150,adjustment,direct,2.5,3,5,3,2,medium,mixed,恋愛・対人が動きやすい,T 木星 と N 火星 の150度により、好意、会話、距離感、関係性に動きが出やすい時期です。,恋愛や対人関係の接点、温度、見直し、親密さのどこかが動きやすくなる大枠ルールです。,期待や不安だけで判断せず、相手との距離感を確認すること。,恋愛・対人関係に動きが出やすい流れ,1145,auto;love;aspect;jupiter;mars;150,1,boundary,2
AUTO_LOVE_T2N_JUPITER_MARS_A180,love,transit_to_natal,emotional_pressure,JUPITER,MARS,action_drive,natal,ANY,180,opposition,direct,2.5,3,5,3,2,medium,mixed,恋愛・対人が動きやすい,T 木星 と N 火星 の180度により、好意、会話、距離感、関係性に動きが出やすい時期です。,恋愛や対人関係の接点、温度、見直し、親密さのどこかが動きやすくなる大枠ルールです。,期待や不安だけで判断せず、相手との距離感を確認すること。,恋愛・対人関係に動きが出やすい流れ,1146,auto;love;aspect;jupiter;mars;180,1,boundary,2
AUTO_LOVE_T2N_JUPITER_JUPITER_A0,love,transit_to_natal,relationship,JUPITER,JUPITER,growth_support,natal,ANY,0,conjunction,direct,2.5,3,5,4,0,high,positive,広がりと期待が広がりやすい時期,木星がネイタルの広がりと期待に重なりを作り、対人面で好意や期待が育ちやすい流れです。,広がりと期待に関する会話や関心が広がりやすい時です。気持ちを急いで確定せず、心地よく続く関わり方を選ぶほど、関係の可能性を活かせます。,期待を膨らませすぎず、相手との現実的な距離や予定も確かめてください。,木星がネイタルの広がりと期待を刺激し、対人面の好意と可能性が広がる流れです。,1147,auto;love;aspect;jupiter;jupiter;0,1,relationship_review,2
AUTO_LOVE_T2N_JUPITER_JUPITER_A60,love,transit_to_natal,relationship,JUPITER,JUPITER,growth_support,natal,ANY,60,soft,direct,2.5,3,5,4,0,high,positive,広がりと期待が広がりやすい時期,木星がネイタルの広がりと期待に自然な連携を作り、対人面で好意や期待が育ちやすい流れです。,広がりと期待に関する会話や関心が広がりやすい時です。気持ちを急いで確定せず、心地よく続く関わり方を選ぶほど、関係の可能性を活かせます。,期待を膨らませすぎず、相手との現実的な距離や予定も確かめてください。,木星がネイタルの広がりと期待を刺激し、対人面の好意と可能性が広がる流れです。,1148,auto;love;aspect;jupiter;jupiter;60,1,relationship_review,2
AUTO_LOVE_T2N_JUPITER_JUPITER_A90,love,transit_to_natal,relationship,JUPITER,JUPITER,growth_support,natal,ANY,90,hard,direct,2.5,3,5,3,2,medium,mixed,恋愛・対人が動きやすい,T 木星 と N 木星 の90度により、好意、会話、距離感、関係性に動きが出やすい時期です。,恋愛や対人関係の接点、温度、見直し、親密さのどこかが動きやすくなる大枠ルールです。,期待や不安だけで判断せず、相手との距離感を確認すること。,恋愛・対人関係に動きが出やすい流れ,1149,auto;love;aspect;jupiter;jupiter;90,1,relationship_review,2
AUTO_LOVE_T2N_JUPITER_JUPITER_A120,love,transit_to_natal,relationship,JUPITER,JUPITER,growth_support,natal,ANY,120,soft,direct,2.5,3,5,4,0,high,positive,広がりと期待が広がりやすい時期,木星がネイタルの広がりと期待に無理のない後押しを作り、対人面の関わり方を広げやすい流れです。,広がりと期待に関する会話や選択が増えやすい時です。気持ちを急いで確定せず、心地よく続く関わり方を選ぶほど可能性を活かせます。,期待を膨らませすぎず、相手との現実的な距離や予定も確かめてください。,木星がネイタルの広がりと期待を刺激し、対人面の関わり方を広げる流れです。,1150,auto;love;aspect;jupiter;jupiter;120,1,relationship_review,2
AUTO_LOVE_T2N_JUPITER_JUPITER_A150,love,transit_to_natal,relationship,JUPITER,JUPITER,growth_support,natal,ANY,150,adjustment,direct,2.5,3,5,3,2,medium,mixed,恋愛・対人が動きやすい,T 木星 と N 木星 の150度により、好意、会話、距離感、関係性に動きが出やすい時期です。,恋愛や対人関係の接点、温度、見直し、親密さのどこかが動きやすくなる大枠ルールです。,期待や不安だけで判断せず、相手との距離感を確認すること。,恋愛・対人関係に動きが出やすい流れ,1151,auto;love;aspect;jupiter;jupiter;150,1,relationship_review,2
AUTO_LOVE_T2N_JUPITER_JUPITER_A180,love,transit_to_natal,relationship,JUPITER,JUPITER,growth_support,natal,ANY,180,opposition,direct,2.5,3,5,3,2,medium,mixed,恋愛・対人が動きやすい,T 木星 と N 木星 の180度により、好意、会話、距離感、関係性に動きが出やすい時期です。,恋愛や対人関係の接点、温度、見直し、親密さのどこかが動きやすくなる大枠ルールです。,期待や不安だけで判断せず、相手との距離感を確認すること。,恋愛・対人関係に動きが出やすい流れ,1152,auto;love;aspect;jupiter;jupiter;180,1,relationship_review,2
AUTO_LOVE_T2N_JUPITER_ASC_A0,love,transit_to_natal,relationship,JUPITER,ASC,self_body,natal,ANY,0,conjunction,direct,2.5,3,5,4,0,high,positive,見せ方と第一印象が広がりやすい時期,木星がネイタルの見せ方と第一印象に重なりを作り、対人面の関わり方を広げやすい流れです。,見せ方と第一印象に関する会話や選択が増えやすい時です。気持ちを急いで確定せず、心地よく続く関わり方を選ぶほど可能性を活かせます。,期待を膨らませすぎず、相手との現実的な距離や予定も確かめてください。,木星がネイタルの見せ方と第一印象を刺激し、対人面の関わり方を広げる流れです。,1153,auto;love;aspect;jupiter;asc;0,1,relationship_review,2
AUTO_LOVE_T2N_JUPITER_ASC_A60,love,transit_to_natal,relationship,JUPITER,ASC,self_body,natal,ANY,60,soft,direct,2.5,3,5,4,0,high,positive,見せ方と第一印象が広がりやすい時期,木星がネイタルの見せ方と第一印象に自然な連携を作り、対人面の関わり方を広げやすい流れです。,見せ方と第一印象に関する会話や選択が増えやすい時です。気持ちを急いで確定せず、心地よく続く関わり方を選ぶほど可能性を活かせます。,期待を膨らませすぎず、相手との現実的な距離や予定も確かめてください。,木星がネイタルの見せ方と第一印象を刺激し、対人面の関わり方を広げる流れです。,1154,auto;love;aspect;jupiter;asc;60,1,relationship_review,2
AUTO_LOVE_T2N_JUPITER_ASC_A90,love,transit_to_natal,relationship,JUPITER,ASC,self_body,natal,ANY,90,hard,direct,2.5,3,5,3,2,medium,mixed,恋愛・対人が動きやすい,T 木星 と N ASC の90度により、好意、会話、距離感、関係性に動きが出やすい時期です。,恋愛や対人関係の接点、温度、見直し、親密さのどこかが動きやすくなる大枠ルールです。,期待や不安だけで判断せず、相手との距離感を確認すること。,恋愛・対人関係に動きが出やすい流れ,1155,auto;love;aspect;jupiter;asc;90,1,relationship_review,2
AUTO_LOVE_T2N_JUPITER_ASC_A120,love,transit_to_natal,relationship,JUPITER,ASC,self_body,natal,ANY,120,soft,direct,2.5,3,5,4,0,high,positive,見せ方と第一印象が広がりやすい時期,木星がネイタルの見せ方と第一印象に無理のない後押しを作り、対人面の関わり方を広げやすい流れです。,見せ方と第一印象に関する会話や選択が増えやすい時です。気持ちを急いで確定せず、心地よく続く関わり方を選ぶほど可能性を活かせます。,期待を膨らませすぎず、相手との現実的な距離や予定も確かめてください。,木星がネイタルの見せ方と第一印象を刺激し、対人面の関わり方を広げる流れです。,1156,auto;love;aspect;jupiter;asc;120,1,relationship_review,2
AUTO_LOVE_T2N_JUPITER_ASC_A150,love,transit_to_natal,relationship,JUPITER,ASC,self_body,natal,ANY,150,adjustment,direct,2.5,3,5,3,2,medium,mixed,恋愛・対人が動きやすい,T 木星 と N ASC の150度により、好意、会話、距離感、関係性に動きが出やすい時期です。,恋愛や対人関係の接点、温度、見直し、親密さのどこかが動きやすくなる大枠ルールです。,期待や不安だけで判断せず、相手との距離感を確認すること。,恋愛・対人関係に動きが出やすい流れ,1157,auto;love;aspect;jupiter;asc;150,1,relationship_review,2
AUTO_LOVE_T2N_JUPITER_ASC_A180,love,transit_to_natal,relationship,JUPITER,ASC,self_body,natal,ANY,180,opposition,direct,2.5,3,5,3,2,medium,mixed,恋愛・対人が動きやすい,T 木星 と N ASC の180度により、好意、会話、距離感、関係性に動きが出やすい時期です。,恋愛や対人関係の接点、温度、見直し、親密さのどこかが動きやすくなる大枠ルールです。,期待や不安だけで判断せず、相手との距離感を確認すること。,恋愛・対人関係に動きが出やすい流れ,1158,auto;love;aspect;jupiter;asc;180,1,relationship_review,2
AUTO_LOVE_T2N_JUPITER_DESC_A0,love,transit_to_natal,romance,JUPITER,DESC,relationship_axis,natal,ANY,0,conjunction,direct,2.5,3,5,4,0,high,positive,対人関係の入口が広がりやすい時期,木星がネイタルの対人関係の入口に重なりを作り、対人面の関わり方を広げやすい流れです。,対人関係の入口に関する会話や選択が増えやすい時です。気持ちを急いで確定せず、心地よく続く関わり方を選ぶほど可能性を活かせます。,期待を膨らませすぎず、相手との現実的な距離や予定も確かめてください。,木星がネイタルの対人関係の入口を刺激し、対人面の関わり方を広げる流れです。,1159,auto;love;aspect;jupiter;desc;0,1,attraction,3
AUTO_LOVE_T2N_JUPITER_DESC_A60,love,transit_to_natal,romance,JUPITER,DESC,relationship_axis,natal,ANY,60,soft,direct,2.5,3,5,4,0,high,positive,対人関係の入口が広がりやすい時期,木星がネイタルの対人関係の入口に自然な連携を作り、対人面の関わり方を広げやすい流れです。,対人関係の入口に関する会話や選択が増えやすい時です。気持ちを急いで確定せず、心地よく続く関わり方を選ぶほど可能性を活かせます。,期待を膨らませすぎず、相手との現実的な距離や予定も確かめてください。,木星がネイタルの対人関係の入口を刺激し、対人面の関わり方を広げる流れです。,1160,auto;love;aspect;jupiter;desc;60,1,attraction,3
AUTO_LOVE_T2N_JUPITER_DESC_A90,love,transit_to_natal,emotional_pressure,JUPITER,DESC,relationship_axis,natal,ANY,90,hard,direct,2.5,3,5,3,2,medium,mixed,恋愛・対人が動きやすい,T 木星 と N DESC の90度により、好意、会話、距離感、関係性に動きが出やすい時期です。,恋愛や対人関係の接点、温度、見直し、親密さのどこかが動きやすくなる大枠ルールです。,期待や不安だけで判断せず、相手との距離感を確認すること。,恋愛・対人関係に動きが出やすい流れ,1161,auto;love;aspect;jupiter;desc;90,1,boundary,3
AUTO_LOVE_T2N_JUPITER_DESC_A120,love,transit_to_natal,romance,JUPITER,DESC,relationship_axis,natal,ANY,120,soft,direct,2.5,3,5,4,0,high,positive,対人関係の入口が広がりやすい時期,木星がネイタルの対人関係の入口に無理のない後押しを作り、対人面の関わり方を広げやすい流れです。,対人関係の入口に関する会話や選択が増えやすい時です。気持ちを急いで確定せず、心地よく続く関わり方を選ぶほど可能性を活かせます。,期待を膨らませすぎず、相手との現実的な距離や予定も確かめてください。,木星がネイタルの対人関係の入口を刺激し、対人面の関わり方を広げる流れです。,1162,auto;love;aspect;jupiter;desc;120,1,attraction,3
AUTO_LOVE_T2N_JUPITER_DESC_A150,love,transit_to_natal,emotional_pressure,JUPITER,DESC,relationship_axis,natal,ANY,150,adjustment,direct,2.5,3,5,3,2,medium,mixed,恋愛・対人が動きやすい,T 木星 と N DESC の150度により、好意、会話、距離感、関係性に動きが出やすい時期です。,恋愛や対人関係の接点、温度、見直し、親密さのどこかが動きやすくなる大枠ルールです。,期待や不安だけで判断せず、相手との距離感を確認すること。,恋愛・対人関係に動きが出やすい流れ,1163,auto;love;aspect;jupiter;desc;150,1,boundary,3
AUTO_LOVE_T2N_JUPITER_DESC_A180,love,transit_to_natal,emotional_pressure,JUPITER,DESC,relationship_axis,natal,ANY,180,opposition,direct,2.5,3,5,3,2,medium,mixed,恋愛・対人が動きやすい,T 木星 と N DESC の180度により、好意、会話、距離感、関係性に動きが出やすい時期です。,恋愛や対人関係の接点、温度、見直し、親密さのどこかが動きやすくなる大枠ルールです。,期待や不安だけで判断せず、相手との距離感を確認すること。,恋愛・対人関係に動きが出やすい流れ,1164,auto;love;aspect;jupiter;desc;180,1,boundary,3
AUTO_LOVE_T2N_JUPITER_5H_RULER_A0,love,transit_to_natal,romance,JUPITER,5H_RULER,romance_ruler,natal,ANY,0,conjunction,direct,2.5,3,5,4,0,high,positive,ときめきと自己表現が広がりやすい時期,木星がネイタルのときめきと自己表現に重なりを作り、対人面の関わり方を広げやすい流れです。,ときめきと自己表現に関する会話や選択が増えやすい時です。気持ちを急いで確定せず、心地よく続く関わり方を選ぶほど可能性を活かせます。,期待を膨らませすぎず、相手との現実的な距離や予定も確かめてください。,木星がネイタルのときめきと自己表現を刺激し、対人面の関わり方を広げる流れです。,1165,auto;love;aspect;jupiter;5h_ruler;0,1,attraction,3
AUTO_LOVE_T2N_JUPITER_5H_RULER_A60,love,transit_to_natal,romance,JUPITER,5H_RULER,romance_ruler,natal,ANY,60,soft,direct,2.5,3,5,4,0,high,positive,ときめきと自己表現が広がりやすい時期,木星がネイタルのときめきと自己表現に自然な連携を作り、対人面の関わり方を広げやすい流れです。,ときめきと自己表現に関する会話や選択が増えやすい時です。気持ちを急いで確定せず、心地よく続く関わり方を選ぶほど可能性を活かせます。,期待を膨らませすぎず、相手との現実的な距離や予定も確かめてください。,木星がネイタルのときめきと自己表現を刺激し、対人面の関わり方を広げる流れです。,1166,auto;love;aspect;jupiter;5h_ruler;60,1,attraction,3
AUTO_LOVE_T2N_JUPITER_5H_RULER_A90,love,transit_to_natal,emotional_pressure,JUPITER,5H_RULER,romance_ruler,natal,ANY,90,hard,direct,2.5,3,5,3,2,medium,mixed,恋愛・対人が動きやすい,T 木星 と N 5ハウス支配星 の90度により、好意、会話、距離感、関係性に動きが出やすい時期です。,恋愛や対人関係の接点、温度、見直し、親密さのどこかが動きやすくなる大枠ルールです。,期待や不安だけで判断せず、相手との距離感を確認すること。,恋愛・対人関係に動きが出やすい流れ,1167,auto;love;aspect;jupiter;5h_ruler;90,1,boundary,3
AUTO_LOVE_T2N_JUPITER_5H_RULER_A120,love,transit_to_natal,romance,JUPITER,5H_RULER,romance_ruler,natal,ANY,120,soft,direct,2.5,3,5,4,0,high,positive,ときめきと自己表現が広がりやすい時期,木星がネイタルのときめきと自己表現に無理のない後押しを作り、対人面の関わり方を広げやすい流れです。,ときめきと自己表現に関する会話や選択が増えやすい時です。気持ちを急いで確定せず、心地よく続く関わり方を選ぶほど可能性を活かせます。,期待を膨らませすぎず、相手との現実的な距離や予定も確かめてください。,木星がネイタルのときめきと自己表現を刺激し、対人面の関わり方を広げる流れです。,1168,auto;love;aspect;jupiter;5h_ruler;120,1,attraction,3
AUTO_LOVE_T2N_JUPITER_5H_RULER_A150,love,transit_to_natal,emotional_pressure,JUPITER,5H_RULER,romance_ruler,natal,ANY,150,adjustment,direct,2.5,3,5,3,2,medium,mixed,恋愛・対人が動きやすい,T 木星 と N 5ハウス支配星 の150度により、好意、会話、距離感、関係性に動きが出やすい時期です。,恋愛や対人関係の接点、温度、見直し、親密さのどこかが動きやすくなる大枠ルールです。,期待や不安だけで判断せず、相手との距離感を確認すること。,恋愛・対人関係に動きが出やすい流れ,1169,auto;love;aspect;jupiter;5h_ruler;150,1,boundary,3
AUTO_LOVE_T2N_JUPITER_5H_RULER_A180,love,transit_to_natal,emotional_pressure,JUPITER,5H_RULER,romance_ruler,natal,ANY,180,opposition,direct,2.5,3,5,3,2,medium,mixed,恋愛・対人が動きやすい,T 木星 と N 5ハウス支配星 の180度により、好意、会話、距離感、関係性に動きが出やすい時期です。,恋愛や対人関係の接点、温度、見直し、親密さのどこかが動きやすくなる大枠ルールです。,期待や不安だけで判断せず、相手との距離感を確認すること。,恋愛・対人関係に動きが出やすい流れ,1170,auto;love;aspect;jupiter;5h_ruler;180,1,boundary,3
AUTO_LOVE_T2N_JUPITER_7H_RULER_A0,love,transit_to_natal,romance,JUPITER,7H_RULER,partner_ruler,natal,ANY,0,conjunction,direct,2.5,3,5,4,0,high,positive,パートナーシップが広がりやすい時期,木星がネイタルのパートナーシップに重なりを作り、対人面の関わり方を広げやすい流れです。,パートナーシップに関する会話や選択が増えやすい時です。気持ちを急いで確定せず、心地よく続く関わり方を選ぶほど可能性を活かせます。,期待を膨らませすぎず、相手との現実的な距離や予定も確かめてください。,木星がネイタルのパートナーシップを刺激し、対人面の関わり方を広げる流れです。,1171,auto;love;aspect;jupiter;7h_ruler;0,1,attraction,3
AUTO_LOVE_T2N_JUPITER_7H_RULER_A60,love,transit_to_natal,romance,JUPITER,7H_RULER,partner_ruler,natal,ANY,60,soft,direct,2.5,3,5,4,0,high,positive,パートナーシップが広がりやすい時期,木星がネイタルのパートナーシップに自然な連携を作り、対人面の関わり方を広げやすい流れです。,パートナーシップに関する会話や選択が増えやすい時です。気持ちを急いで確定せず、心地よく続く関わり方を選ぶほど可能性を活かせます。,期待を膨らませすぎず、相手との現実的な距離や予定も確かめてください。,木星がネイタルのパートナーシップを刺激し、対人面の関わり方を広げる流れです。,1172,auto;love;aspect;jupiter;7h_ruler;60,1,attraction,3
AUTO_LOVE_T2N_JUPITER_7H_RULER_A90,love,transit_to_natal,emotional_pressure,JUPITER,7H_RULER,partner_ruler,natal,ANY,90,hard,direct,2.5,3,5,3,2,medium,mixed,恋愛・対人が動きやすい,T 木星 と N 7ハウス支配星 の90度により、好意、会話、距離感、関係性に動きが出やすい時期です。,恋愛や対人関係の接点、温度、見直し、親密さのどこかが動きやすくなる大枠ルールです。,期待や不安だけで判断せず、相手との距離感を確認すること。,恋愛・対人関係に動きが出やすい流れ,1173,auto;love;aspect;jupiter;7h_ruler;90,1,boundary,3
AUTO_LOVE_T2N_JUPITER_7H_RULER_A120,love,transit_to_natal,romance,JUPITER,7H_RULER,partner_ruler,natal,ANY,120,soft,direct,2.5,3,5,4,0,high,positive,パートナーシップが広がりやすい時期,木星がネイタルのパートナーシップに無理のない後押しを作り、対人面の関わり方を広げやすい流れです。,パートナーシップに関する会話や選択が増えやすい時です。気持ちを急いで確定せず、心地よく続く関わり方を選ぶほど可能性を活かせます。,期待を膨らませすぎず、相手との現実的な距離や予定も確かめてください。,木星がネイタルのパートナーシップを刺激し、対人面の関わり方を広げる流れです。,1174,auto;love;aspect;jupiter;7h_ruler;120,1,attraction,3
AUTO_LOVE_T2N_JUPITER_7H_RULER_A150,love,transit_to_natal,emotional_pressure,JUPITER,7H_RULER,partner_ruler,natal,ANY,150,adjustment,direct,2.5,3,5,3,2,medium,mixed,恋愛・対人が動きやすい,T 木星 と N 7ハウス支配星 の150度により、好意、会話、距離感、関係性に動きが出やすい時期です。,恋愛や対人関係の接点、温度、見直し、親密さのどこかが動きやすくなる大枠ルールです。,期待や不安だけで判断せず、相手との距離感を確認すること。,恋愛・対人関係に動きが出やすい流れ,1175,auto;love;aspect;jupiter;7h_ruler;150,1,boundary,3
AUTO_LOVE_T2N_JUPITER_7H_RULER_A180,love,transit_to_natal,emotional_pressure,JUPITER,7H_RULER,partner_ruler,natal,ANY,180,opposition,direct,2.5,3,5,3,2,medium,mixed,恋愛・対人が動きやすい,T 木星 と N 7ハウス支配星 の180度により、好意、会話、距離感、関係性に動きが出やすい時期です。,恋愛や対人関係の接点、温度、見直し、親密さのどこかが動きやすくなる大枠ルールです。,期待や不安だけで判断せず、相手との距離感を確認すること。,恋愛・対人関係に動きが出やすい流れ,1176,auto;love;aspect;jupiter;7h_ruler;180,1,boundary,3
AUTO_LOVE_T2N_JUPITER_8H_RULER_A0,love,transit_to_natal,relationship,JUPITER,8H_RULER,shared_asset_ruler,natal,ANY,0,conjunction,direct,2.5,3,5,4,0,high,positive,親密さと信頼が広がりやすい時期,木星がネイタルの親密さと信頼に重なりを作り、対人面の関わり方を広げやすい流れです。,親密さと信頼に関する会話や選択が増えやすい時です。気持ちを急いで確定せず、心地よく続く関わり方を選ぶほど可能性を活かせます。,期待を膨らませすぎず、相手との現実的な距離や予定も確かめてください。,木星がネイタルの親密さと信頼を刺激し、対人面の関わり方を広げる流れです。,1177,auto;love;aspect;jupiter;8h_ruler;0,1,relationship_review,2
AUTO_LOVE_T2N_JUPITER_8H_RULER_A60,love,transit_to_natal,relationship,JUPITER,8H_RULER,shared_asset_ruler,natal,ANY,60,soft,direct,2.5,3,5,4,0,high,positive,親密さと信頼が広がりやすい時期,木星がネイタルの親密さと信頼に自然な連携を作り、対人面の関わり方を広げやすい流れです。,親密さと信頼に関する会話や選択が増えやすい時です。気持ちを急いで確定せず、心地よく続く関わり方を選ぶほど可能性を活かせます。,期待を膨らませすぎず、相手との現実的な距離や予定も確かめてください。,木星がネイタルの親密さと信頼を刺激し、対人面の関わり方を広げる流れです。,1178,auto;love;aspect;jupiter;8h_ruler;60,1,relationship_review,2
AUTO_LOVE_T2N_JUPITER_8H_RULER_A90,love,transit_to_natal,relationship,JUPITER,8H_RULER,shared_asset_ruler,natal,ANY,90,hard,direct,2.5,3,5,3,2,medium,mixed,恋愛・対人が動きやすい,T 木星 と N 8ハウス支配星 の90度により、好意、会話、距離感、関係性に動きが出やすい時期です。,恋愛や対人関係の接点、温度、見直し、親密さのどこかが動きやすくなる大枠ルールです。,期待や不安だけで判断せず、相手との距離感を確認すること。,恋愛・対人関係に動きが出やすい流れ,1179,auto;love;aspect;jupiter;8h_ruler;90,1,relationship_review,2
