planet1,planet2,aspect,テーマ,核となる意味,長所,注意点,対人での出方,仕事での出方,成長のコツ,要約,解釈文,use_in_section,role,priority,conflict_weight,support_weight,direction_weight,section7_summary
Mars,Saturn,trine,行動と衝動と制限と責任の調和,行動と衝動と制限と責任が自然に調和し、地に足がつきやすい。,流れを掴んで自然に成果へつなげる力として活きる,流れに乗りすぎて詰めが甘くなり、成果が薄れる,エネルギーを効率的に配分し職場の活力を支えます,無駄のない配分で効率的にエネルギーを使います,行動の遅延を防ぐためまず一歩を踏み出すこと,火星の行動と土星の制限が自然に流れ、行動が進み、動きが具体化しやすくなる,行動と衝動と制限と責任が自然につながり、流れが整い、行動が前に進んで成果が形になる。流れを活かして成果を形にしていく流れが生まれる。,TRUE,support,low,0,0.6,0,火星の行動と土星の制限が自然に流れ、行動が進み、動きが具体化しやすくなる
Mars,Uranus,conjunction,行動と衝動と変化と独立の一体化,行動と衝動と変化と独立が一体化し、勢いが強まりブレーキが効きにくい。,集中力が高まり、勢いを成果に変える前進力として活きる,勢いが強まり、ブレーキが効かず行き過ぎを招く,独創的な開拓精神で未知の領域を共に切り拓きます,驚異的な行動力で未知の領域を切り拓きます,予測不能な破壊を避け創造的な改革を志すこと,火星の行動と天王星の変化が一体化し、勢いが暴走する。,行動と衝動と変化と独立が一体化し、勢いが強まり、ブレーキが効かず行き過ぎを招く。強い一体感をどう使うかが人生の質を左右する。,TRUE,conflict,medium,0.6,0,0,火星の行動と天王星の変化が一体化し、勢いが暴走する
Mars,Uranus,sextile,行動と衝動と変化と独立の協調,行動と衝動と変化と独立が協力し、動き出しが軽くなりやすい。,補い合う工夫ができ、実務で形にする力として活きる,合わせすぎて主体性が弱まり、判断が遅れる,新しい手法を積極的に提案し周囲を活性化させます,最新の技術や手法を積極的に取り入れ前進します,一貫性を持ち周囲が安心してついてこられるようにすること,火星の行動と天王星の変化が自然に流れ、行動が進み、動きが具体化しやすくなる,行動と衝動と変化と独立が協力し、補い合って具体化が進み、成果が形になる。工夫を積み重ねて現実に落とし込む流れが生まれる。,TRUE,support,low,0,0.6,0,火星の行動と天王星の変化が自然に流れ、行動が進み、動きが具体化しやすくなる
Mars,Uranus,square,行動と衝動と変化と独立の衝突,行動と衝動と変化と独立がぶつかり、焦りや衝突が増えやすい。,緊張をバネにして、粘り強く課題を突破する力として活きる,焦って動き、衝突やミスを招く,既存の枠を壊す勇気を持ち現状の改革を主導します,創造的な改革力を発揮して現状を打破します,突発的な怒りを制御し論理的な議論に変えること,火星の行動と天王星の変化がぶつかるため、焦りが増え、判断が早まりミスや衝突が起こりやすくなる,行動と衝動と変化と独立がぶつかり、判断が遅れた後に焦って動き、衝突やミスを招く。摩擦を通じて判断力を磨く流れが生まれる。,TRUE,conflict,high,0.9,0.05,0.1,火星の行動と天王星の変化がぶつかるため、焦りが増え、判断が早まりミスや衝突が起こりやすくなる
Mars,Uranus,trine,行動と衝動と変化と独立の調和,行動と衝動と変化と独立が調和する構造,流れを掴んで自然に成果へつなげる力として活きる,流れに乗りすぎて詰めが甘くなり、成果が薄れる,迅速な判断と行動で周囲を驚かせリードします,独創的な手段で迅速に成果を上げ周囲を導きます,周囲を置き去りにせず歩調を合わせる努力をすること,火星の行動と天王星の変化が自然に流れ、行動が進み、動きが具体化しやすくなる,行動と衝動と変化と独立が自然につながり、流れが整い、行動が前に進んで成果が形になる。流れを活かして成果を形にしていく流れが生まれる。,TRUE,support,low,0,0.6,0,火星の行動と天王星の変化が自然に流れ、行動が進み、動きが具体化しやすくなる
Mars,Uranus,opposition,行動と衝動と変化と独立の対立,行動と衝動と変化と独立が向かい合い、焦りや衝突が増えやすい。,両面を見渡して調整できるため、バランスを取る力として活きる,迷いが長引き、決めきれず機会を逃す,自立した意志を持って周囲と刺激的な関係を築きます,既存の枠組みを壊しながら新しい道を模索します,既存組織との摩擦を恐れず粘り強く説得すること,火星の行動と天王星の変化が引き裂かれるため、衝突が増え、判断が早まりミスや衝突が起こりやすくなる,行動と衝動と変化と独立が引き合い、迷いが続き、決断が遅れて機会を逃す。揺れを抱えながらも選択を積み上げる流れが生まれる。,TRUE,conflict,high,0.9,0.05,0.1,火星の行動と天王星の変化が引き裂かれるため、衝突が増え、判断が早まりミスや衝突が起こりやすくなる
Mars,Neptune,conjunction,行動と衝動と理想と曖昧さの一体化,行動と衝動と理想と曖昧さが一体化し、勢いが強まりブレーキが効きにくい。,集中力が高まり、勢いを成果に変える前進力として活きる,勢いが強まり、ブレーキが効かず行き過ぎを招く,高い信念に基づいた献身で周囲と共に理想を追います,高い理想や信念のために自己を捧げて行動します,妄信的な行動を避け客観的な事実を確認すること,火星の行動と海王星の理想が一体化し、勢いが暴走する。,行動と衝動と理想と曖昧さが一体化し、勢いが強まり、ブレーキが効かず行き過ぎを招く。強い一体感をどう使うかが人生の質を左右する。,TRUE,conflict,medium,0.6,0,0,火星の行動と海王星の理想が一体化し、勢いが暴走する
Mars,Neptune,sextile,行動と衝動と理想と曖昧さの協調,行動と衝動と理想と曖昧さが協力し、動き出しが軽くなりやすい。,補い合う工夫ができ、実務で形にする力として活きる,合わせすぎて主体性が弱まり、判断が遅れる,直感的な行動で他者の困難を救い癒やしを与えます,直感に従って柔軟に困難を回避しながら進めます,現実逃避をやめ目の前の困難に正面から立ち向かうこと,火星の行動と海王星の理想が自然に流れ、行動が進み、動きが具体化しやすくなる,行動と衝動と理想と曖昧さが協力し、補い合って具体化が進み、成果が形になる。工夫を積み重ねて現実に落とし込む流れが生まれる。,TRUE,support,low,0,0.6,0,火星の行動と海王星の理想が自然に流れ、行動が進み、動きが具体化しやすくなる
Mars,Neptune,square,行動と衝動と理想と曖昧さの衝突,行動と衝動と理想と曖昧さがぶつかり、焦りや衝突が増えやすい。,緊張をバネにして、粘り強く課題を突破する力として活きる,焦って動き、衝突やミスを招く,純粋な動機を具体的な行動に変え仲間を助けます,純粋な動機を具体的な行動に移して成果にします,行動の混乱を防ぐため優先順位を明確にすること,火星の行動と海王星の理想がぶつかるため、焦りが増え、判断が早まりミスや衝突が起こりやすくなる,行動と衝動と理想と曖昧さがぶつかり、判断が遅れた後に焦って動き、衝突やミスを招く。摩擦を通じて判断力を磨く流れが生まれる。,TRUE,conflict,high,0.8,0,0,火星の行動と海王星の理想がぶつかるため、焦りが増え、判断が早まりミスや衝突が起こりやすくなる
Mars,Neptune,trine,行動と衝動と理想と曖昧さの調和,行動と衝動と理想と曖昧さが調和する構造,流れを掴んで自然に成果へつなげる力として活きる,流れに乗りすぎて詰めが甘くなり、成果が薄れる,豊かな想像力を活動に反映させ周囲に夢を見せます,豊かな想像力を活かし献身的に活動します,流れを維持するために目標を具体化して継続すること,火星の行動と海王星の理想が自然に流れ、行動が進み、動きが具体化しやすくなる,行動と衝動と理想と曖昧さが自然につながり、流れが整い、行動が前に進んで成果が形になる。流れを活かして成果を形にしていく流れが生まれる。,TRUE,support,low,0,0.6,0,火星の行動と海王星の理想が自然に流れ、行動が進み、動きが具体化しやすくなる
Mars,Neptune,opposition,行動と衝動と理想と曖昧さの対立,行動と衝動と理想と曖昧さが向かい合い、焦りや衝突が増えやすい。,両面を見渡して調整できるため、バランスを取る力として活きる,迷いが長引き、決めきれず機会を逃す,断固たる意志を持って周囲を高い理想へ導きます,夢見がちな部分を断固たる意思で形にします,精神的な迷走を断ち切り具体的な一歩に集中すること,火星の行動と海王星の理想が引き裂かれるため、衝突が増え、判断が早まりミスや衝突が起こりやすくなる,行動と衝動と理想と曖昧さが引き合い、迷いが続き、決断が遅れて機会を逃す。揺れを抱えながらも選択を積み上げる流れが生まれる。,TRUE,conflict,high,0.8,0,0,火星の行動と海王星の理想が引き裂かれるため、衝突が増え、判断が早まりミスや衝突が起こりやすくなる
Mars,Pluto,conjunction,行動と衝動と極端さと支配欲の一体化,行動と衝動と極端さと支配欲が一体化する構造,集中力が高まり、勢いを成果に変える前進力として活きる,勢いが強まり、ブレーキが効かず行き過ぎを招く,不屈の底力で窮地を脱し周囲を再生させます,不屈の底力でどんな苦境からも這い上がります,破壊的衝動を自覚しそれを再生の力へと転換すること,火星の行動と冥王星の極端さが一体化し、勢いが暴走する。,行動と衝動と極端さと支配欲が一体化し、勢いが強まり、ブレーキが効かず行き過ぎを招く。強い一体感をどう使うかが人生の質を左右する。,TRUE,conflict,medium,0.6,0,0,火星の行動と冥王星の極端さが一体化し、勢いが暴走する
Mars,Pluto,sextile,行動と衝動と極端さと支配欲の協調,行動と衝動と極端さと支配欲が協力し、踏み込む力が支えになる。,補い合う工夫ができ、実務で形にする力として活きる,合わせすぎて主体性が弱まり、判断が遅れる,強大なエネルギーで組織の再編を力強く主導します,強大なエネルギーを管理して物事を再編します,支配的な態度を改め共感を持って他者を導くこと,火星の行動と冥王星の極端さが自然に流れ、行動が進み、動きが具体化しやすくなる,行動と衝動と極端さと支配欲が協力し、補い合って具体化が進み、成果が形になる。工夫を積み重ねて現実に落とし込む流れが生まれる。,TRUE,support,low,0,0.6,0,火星の行動と冥王星の極端さが自然に流れ、行動が進み、動きが具体化しやすくなる
Mars,Pluto,trine,行動と衝動と極端さと支配欲の調和,行動と衝動と極端さと支配欲が自然に調和し、再生力が支えになる。,流れを掴んで自然に成果へつなげる力として活きる,流れに乗りすぎて詰めが甘くなり、成果が薄れる,社会的な変革を恐れず圧倒的な突破力を示します,圧倒的な突破力で社会的な変革を主導します,暴力的な解決を拒絶し対話と知性で変革すること,火星の行動と冥王星の極端さが自然に流れ、行動が進み、動きが具体化しやすくなる,行動と衝動と極端さと支配欲が自然につながり、流れが整い、行動が前に進んで成果が形になる。流れを活かして成果を形にしていく流れが生まれる。,TRUE,support,low,0,0.6,0,火星の行動と冥王星の極端さが自然に流れ、行動が進み、動きが具体化しやすくなる
Mars,DragonHead,conjunction,行動と衝動と成長方向の一体化,行動と衝動と成長方向が一体化し、勢いが強まりブレーキが効きにくい。,行動と挑戦を通じた成長課題の集中力,行動と挑戦を通じた成長課題の偏り,Marsの性質を通じて、ドラゴンヘッドが示す未来志向をストレートに対人関係へ表しやすくなります,Marsの力を通じて、ドラゴンヘッドが示す成長方向を仕事の推進力として一体的に使いやすくなります,一体化した力を無自覚に使わず意識的に扱うこと。特にMarsの力を、慣れたやり方ではなく未来へ向かう形で伸ばしていくこと,火星の行動とドラゴンヘッドの成長方向が一体化し、勢いが暴走する。,行動と衝動と成長方向が一体化し、勢いが強まり、ブレーキが効かず行き過ぎを招く。強い一体感をどう使うかが人生の質を左右する。,TRUE,conflict,medium,0.6,0,0,火星の行動とドラゴンヘッドの成長方向が一体化し、勢いが暴走する
Mars,DragonHead,sextile,行動と衝動と成長方向の協調,行動と衝動と成長方向が協力し、動き出しが軽くなりやすい。,行動と挑戦を通じた成長課題の柔軟性,行動と挑戦を通じた成長課題の甘さ,Marsの性質を通じて、ドラゴンヘッドが示す未来志向をバランスよく周囲との関わりへ活かしやすくなります,Marsの力を通じて、ドラゴンヘッドが示す成長方向を無理なく連携させ成果へ結びつけやすくなります,与えられた機会を待つだけでなく自ら活かしにいくこと。特にMarsの力を、慣れたやり方ではなく未来へ向かう形で伸ばしていくこと,火星の行動とドラゴンヘッドの成長方向が自然に流れ、行動が進み、動きが具体化しやすくなる,行動と衝動と成長方向が協力し、補い合って具体化が進み、成果が形になる。工夫を積み重ねて現実に落とし込む流れが生まれる。,TRUE,support,low,0,0.6,0,火星の行動とドラゴンヘッドの成長方向が自然に流れ、行動が進み、動きが具体化しやすくなる
Mars,DragonHead,trine,行動と挑戦とドラゴンヘッドの自然調和,行動と衝動と成長方向が調和する構造,行動と挑戦を通じた成長課題の自然な流れ,行動と挑戦を通じた成長課題の安住,Marsの性質を通じて、ドラゴンヘッドが示す未来志向が自然体の魅力として周囲に伝わりやすくなります,Marsの力を通じて、ドラゴンヘッドが示す成長方向をスムーズに循環させ成果へ繋げやすくなります,自然にできることを意識的に育て社会へ還元すること。特にMarsの力を、慣れたやり方ではなく未来へ向かう形で伸ばしていくこと,火星の行動とドラゴンヘッドの成長方向が自然に流れ、行動が進み、動きが具体化しやすくなる,行動と衝動と成長方向が自然につながり、流れが整い、行動が前に進んで成果が形になる。流れを活かして成果を形にしていく流れが生まれる。,TRUE,support,low,0,0.6,0,火星の行動とドラゴンヘッドの成長方向が自然に流れ、行動が進み、動きが具体化しやすくなる
Mars,DragonHead,opposition,行動と衝動と成長方向の対立,行動と衝動と成長方向が向かい合い、焦りや衝突が増えやすい。,行動と挑戦を通じた成長課題の客観性,行動と挑戦を通じた成長課題の揺れ,Marsの性質を通じて、ドラゴンヘッドが示す未来志向を相手との関わりの中で映し出しやすくなります,Marsの力を通じて、ドラゴンヘッドが示す成長方向を対外関係や調整役の中で活かしやすくなります,相手に投影するだけでなく自分の中で統合すること。特にMarsの力を、慣れたやり方ではなく未来へ向かう形で伸ばしていくこと,火星の行動とドラゴンヘッドの成長方向が引き裂かれるため、衝突が増え、判断が早まりミスや衝突が起こりやすくなる,行動と衝動と成長方向が引き合い、迷いが続き、決断が遅れて機会を逃す。揺れを抱えながらも選択を積み上げる流れが生まれる。,TRUE,direction,high,0.7,0.05,0.95,火星の行動とドラゴンヘッドの成長方向が引き裂かれるため、衝突が増え、判断が早まりミスや衝突が起こりやすくなる
Mars,DragonTail,sextile,行動と衝動と慣れた癖の協調,行動と衝動と慣れた癖が協力し、動き出しが軽くなりやすい。,行動と挑戦を通じた既得パターンの柔軟性,行動と挑戦を通じた既得パターンの甘さ,Marsの性質を通じて、ドラゴンテールが示す過去の癖をバランスよく周囲との関わりへ活かしやすくなります,Marsの力を通じて、ドラゴンテールが示す既得パターンを無理なく連携させ成果へ結びつけやすくなります,与えられた機会を待つだけでなく自ら活かしにいくこと。特にMarsの才能を惰性で使わず、不要な執着を手放しながら手放しながら活かすこと,火星の行動とドラゴンテイルの慣れた癖が自然に流れ、行動が進み、動きが具体化しやすくなる,行動と衝動と慣れた癖が協力し、補い合って具体化が進み、成果が形になる。工夫を積み重ねて現実に落とし込む流れが生まれる。,TRUE,support,low,0,0.6,0,火星の行動とドラゴンテイルの慣れた癖が自然に流れ、行動が進み、動きが具体化しやすくなる
Mars,DragonTail,square,行動と衝動と慣れた癖の衝突,行動と衝動と慣れた癖がぶつかり、焦りや衝突が増えやすい。,行動と挑戦を通じた既得パターンの成長力,行動と挑戦を通じた既得パターンの空回り,Marsの性質を通じて、ドラゴンテールが示す過去の癖の摩擦を通じて本音の関係を学びやすくなります,Marsの力を通じて、ドラゴンテールが示す既得パターンの緊張を課題突破のエネルギーへ変えやすくなります,衝突前に判断基準を言語化し、順序立てて動くこと,火星の行動とドラゴンテイルの慣れた癖がぶつかるため、焦りが増え、判断が早まりミスや衝突が起こりやすくなる,行動と衝動と慣れた癖がぶつかり、判断が遅れた後に焦って動き、衝突やミスを招く。摩擦を通じて判断力を磨く流れが生まれる。,TRUE,direction,high,0.7,0.05,0.95,火星の行動とドラゴンテイルの慣れた癖がぶつかるため、焦りが増え、判断が早まりミスや衝突が起こりやすくなる
Mars,DragonTail,trine,行動と衝動と慣れた癖の調和,行動と衝動と慣れた癖が調和する構造,行動と挑戦を通じた既得パターンの自然な流れ,行動と挑戦を通じた既得パターンの安住,Marsの性質を通じて、ドラゴンテールが示す過去の癖が自然体の魅力として周囲に伝わりやすくなります,Marsの力を通じて、ドラゴンテールが示す既得パターンをスムーズに循環させ成果へ繋げやすくなります,自然にできることを意識的に育て社会へ還元すること。特にMarsの才能を惰性で使わず、不要な執着を手放しながら手放しながら活かすこと,火星の行動とドラゴンテイルの慣れた癖が自然に流れ、行動が進み、動きが具体化しやすくなる,行動と衝動と慣れた癖が自然につながり、流れが整い、行動が前に進んで成果が形になる。流れを活かして成果を形にしていく流れが生まれる。,TRUE,support,low,0,0.6,0,火星の行動とドラゴンテイルの慣れた癖が自然に流れ、行動が進み、動きが具体化しやすくなる
Mars,DragonTail,opposition,行動と衝動と慣れた癖の対立,行動と衝動と慣れた癖が向かい合い、焦りや衝突が増えやすい。,行動と挑戦を通じた既得パターンの客観性,行動と挑戦を通じた既得パターンの揺れ,Marsの性質を通じて、ドラゴンテールが示す過去の癖を相手との関わりの中で映し出しやすくなります,Marsの力を通じて、ドラゴンテールが示す既得パターンを対外関係や調整役の中で活かしやすくなります,相手に投影するだけでなく自分の中で統合すること。特にMarsの才能を惰性で使わず、不要な執着を手放しながら手放しながら活かすこと,火星の行動とドラゴンテイルの慣れた癖が引き裂かれるため、衝突が増え、判断が早まりミスや衝突が起こりやすくなる,行動と衝動と慣れた癖が引き合い、迷いが続き、決断が遅れて機会を逃す。揺れを抱えながらも選択を積み上げる流れが生まれる。,TRUE,direction,high,0.7,0.05,0.95,火星の行動とドラゴンテイルの慣れた癖が引き裂かれるため、衝突が増え、判断が早まりミスや衝突が起こりやすくなる
Jupiter,Saturn,conjunction,拡大と楽観と制限と責任の一体化,拡大と楽観と制限と責任が一体化し、責任感が強まり、力みやすい。,現実的な理想の具現化,勢いが強まり、ブレーキが効かず行き過ぎを招く,寛大さと規律を併せ持ち周囲を豊かに導きます,理想を現実的な形へ落とし込み均衡を保ちます,過信による停滞を防ぐため常に謙虚さを保つこと,木星の拡大と土星の制限が一体化し、拡大が散らかり、意識や行動が一点に定まりにくくなる,拡大と楽観と制限と責任が一体化し、勢いが強まり、ブレーキが効かず行き過ぎを招く。強い一体感をどう使うかが人生の質を左右する。,TRUE,conflict,medium,0.6,0,0,木星の拡大と土星の制限が一体化し、拡大が散らかり、意識や行動が一点に定まりにくくなる
Jupiter,Saturn,sextile,拡大と楽観と制限と責任の協調,拡大と楽観と制限と責任が協力し、現実化が進みやすい。,補い合う工夫ができ、実務で形にする力として活きる,合わせすぎて主体性が弱まり、判断が遅れる,拡大と安定を同時に進め周囲に好機をもたらします,拡大と安定を同時に進め着実に成功を収めます,保守的な判断に終始せず攻めの姿勢を忘れないこと,木星の拡大と土星の制限が自然に流れ、余裕が増、動きが具体化しやすくなる,拡大と楽観と制限と責任が協力し、補い合って具体化が進み、成果が形になる。工夫を積み重ねて現実に落とし込む流れが生まれる。,TRUE,support,low,0,0.6,0,木星の拡大と土星の制限が自然に流れ、余裕が増、動きが具体化しやすくなる
Jupiter,Saturn,opposition,拡大と楽観と制限と責任の対立,拡大と楽観と制限と責任が向かい合い、抑え込みが強まり、動きが重くなりやすい。,両面を見渡して調整できるため、バランスを取る力として活きる,迷いが長引き、決めきれず機会を逃す,自由を尊重しつつ責任ある繁栄を周囲に促します,自由と責任の境界を明確にし繁栄を主導します,社会的重圧を力に変え責任を持って繁栄を主導すること,木星の拡大と土星の制限が引き裂かれるため、詰めが甘くなる。,拡大と楽観と制限と責任が引き合い、迷いが続き、決断が遅れて機会を逃す。揺れを抱えながらも選択を積み上げる流れが生まれる。,TRUE,conflict,high,0.8,0,0,木星の拡大と土星の制限が引き裂かれるため、詰めが甘くなる
Jupiter,Uranus,conjunction,拡大と楽観と変化と独立の一体化,拡大と楽観と変化と独立が一体化し、拡大しすぎて散らかりやすい。,集中力が高まり、勢いを成果に変える前進力として活きる,勢いが強まり、ブレーキが効かず行き過ぎを招く,革新的な思想を共有し周囲に新しい希望を与えます,新しい思想や技術を通じてチャンスを広げます,突飛な計画を避け現実的な手順で実行すること,木星の拡大と天王星の変化が一体化し、拡大が散らかり、意識や行動が一点に定まりにくくなる,拡大と楽観と変化と独立が一体化し、勢いが強まり、ブレーキが効かず行き過ぎを招く。強い一体感をどう使うかが人生の質を左右する。,TRUE,conflict,medium,0.6,0,0,木星の拡大と天王星の変化が一体化し、拡大が散らかり、意識や行動が一点に定まりにくくなる
Jupiter,Uranus,sextile,拡大と楽観と変化と独立の協調,拡大と楽観と変化と独立が協力し、広げやすくなる。,補い合う工夫ができ、実務で形にする力として活きる,合わせすぎて主体性が弱まり、判断が遅れる,変化を好意的に捉えチャンスとして周囲に還元します,変化を好意的に受け入れ幸運を確実に掴みます,一貫性を持ち周囲に安心感を与える発展を志すこと,木星の拡大と天王星の変化が自然に流れ、余裕が増え、落ち着いて動きやすくなる,拡大と楽観と変化と独立が協力し、補い合って具体化が進み、成果が形になる。工夫を積み重ねて現実に落とし込む流れが生まれる。,TRUE,support,low,0,0.6,0,木星の拡大と天王星の変化が自然に流れ、余裕が増え、落ち着いて動きやすくなる
Jupiter,Uranus,square,拡大と楽観と変化と独立の衝突,拡大と楽観と変化と独立がぶつかり、楽観が膨らみ、詰めが甘くなりやすい。,緊張をバネにして、粘り強く課題を突破する力として活きる,焦って動き、衝突やミスを招く,社会的な意義を説き仲間を高い目標へ結束させます,自由への渇望を社会的な意義へと昇華させます,無秩序な拡大を抑え質的な向上を意識すること,木星の拡大と天王星の変化がぶつかるため、詰めが甘くなる。,拡大と楽観と変化と独立がぶつかり、判断が遅れた後に焦って動き、衝突やミスを招く。摩擦を通じて判断力を磨く流れが生まれる。,TRUE,conflict,high,0.8,0,0,木星の拡大と天王星の変化がぶつかるため、詰めが甘くなる
Jupiter,Uranus,trine,拡大と楽観と変化と独立の調和,拡大と楽観と変化と独立が自然に調和し、余裕が支えになる。,流れを掴んで自然に成果へつなげる力として活きる,流れに乗りすぎて詰めが甘くなり、成果が薄れる,時代を刷新する感性で多くの人を惹きつけます,時代を刷新するような大きな発展を成し遂げます,既存勢力との対立を避けwin-winの関係を築くこと,木星の拡大と天王星の変化が自然に流れ、広がりが進み、動きが具体化しやすくなる,拡大と楽観と変化と独立が自然につながり、流れが整い、行動が前に進んで成果が形になる。流れを活かして成果を形にしていく流れが生まれる。,TRUE,support,low,0,0.6,0,木星の拡大と天王星の変化が自然に流れ、広がりが進み、動きが具体化しやすくなる
Jupiter,Uranus,opposition,拡大と楽観と変化と独立の対立,拡大と楽観と変化と独立が向かい合い、楽観が膨らみ、詰めが甘くなりやすい。,両面を見渡して調整できるため、バランスを取る力として活きる,迷いが長引き、決めきれず機会を逃す,伝統と革新を統合させ周囲に大きな飛躍を促します,伝統と革新のバランスを取りながら飛躍します,優柔不断を捨てて明確な方向性を打ち出すこと,木星の拡大と天王星の変化が引き裂かれるため、詰めが甘くなる。,拡大と楽観と変化と独立が引き合い、迷いが続き、決断が遅れて機会を逃す。揺れを抱えながらも選択を積み上げる流れが生まれる。,TRUE,conflict,high,0.8,0,0,木星の拡大と天王星の変化が引き裂かれるため、詰めが甘くなる
Jupiter,Neptune,conjunction,拡大と楽観と理想と曖昧さの一体化,拡大と楽観と理想と曖昧さが一体化し、拡大しすぎて散らかりやすい。,集中力が高まり、勢いを成果に変える前進力として活きる,勢いが強まり、ブレーキが効かず行き過ぎを招く,高い精神性で周囲を救済し無私の愛を注ぎます,精神的な豊かさと無私の奉仕で周囲を導きます,現実感覚を磨き抽象的な理想を具体化すること,木星の拡大と海王星の理想が一体化し、拡大が散らかり、意識や行動が一点に定まりにくくなる,拡大と楽観と理想と曖昧さが一体化し、勢いが強まり、ブレーキが効かず行き過ぎを招く。強い一体感をどう使うかが人生の質を左右する。,TRUE,conflict,medium,0.6,0,0,木星の拡大と海王星の理想が一体化し、拡大が散らかり、意識や行動が一点に定まりにくくなる
Jupiter,Neptune,sextile,拡大と楽観と理想と曖昧さの協調,拡大と楽観と理想と曖昧さが協力し、広げやすくなる。,直感的なチャンス予見,合わせすぎて主体性が弱まり、判断が遅れる,直感的なチャンス予見で周囲を理想へ導きます,高い直感力で好機を予見し理想を叶えます,空想への耽溺を抑え地に足の着いた行動をすること,木星の拡大と海王星の理想が自然に流れ、余裕が増え、落ち着いて動きやすくなる,拡大と楽観と理想と曖昧さが協力し、補い合って具体化が進み、成果が形になる。工夫を積み重ねて現実に落とし込む流れが生まれる。,TRUE,support,low,0,0.6,0,木星の拡大と海王星の理想が自然に流れ、余裕が増え、落ち着いて動きやすくなる
Jupiter,Neptune,square,拡大と楽観と理想と曖昧さの衝突,拡大と楽観と理想と曖昧さがぶつかり、楽観が膨らみ、詰めが甘くなりやすい。,緊張をバネにして、粘り強く課題を突破する力として活きる,焦って動き、衝突やミスを招く,純粋な信念を貫き周囲に勇気と自信を与えます,過度な期待を抑え純粋な信念を力に変えます,過度の甘えを自覚し自らの努力で運を拓くこと,木星の拡大と海王星の理想がぶつかるため、詰めが甘くなる。,拡大と楽観と理想と曖昧さがぶつかり、判断が遅れた後に焦って動き、衝突やミスを招く。摩擦を通じて判断力を磨く流れが生まれる。,TRUE,conflict,high,0.8,0,0,木星の拡大と海王星の理想がぶつかるため、詰めが甘くなる
Jupiter,Neptune,trine,拡大と楽観と理想と曖昧さの調和,拡大と楽観と理想と曖昧さが自然に調和し、余裕が支えになる。,流れを掴んで自然に成果へつなげる力として活きる,流れに乗りすぎて詰めが甘くなり、成果が薄れる,芸術的な精神の豊かさを周囲と共有し癒やします,豊かな芸術性や精神的な英知を仕事に活かします,無責任な寛大さを排し厳しさを持って導くこと,木星の拡大と海王星の理想が自然に流れ、広がりが進み、動きが具体化しやすくなる,拡大と楽観と理想と曖昧さが自然につながり、流れが整い、行動が前に進んで成果が形になる。流れを活かして成果を形にしていく流れが生まれる。,TRUE,support,low,0,0.6,0,木星の拡大と海王星の理想が自然に流れ、広がりが進み、動きが具体化しやすくなる
Jupiter,Neptune,opposition,拡大と楽観と理想と曖昧さの対立,拡大と楽観と理想と曖昧さが向かい合い、楽観が膨らみ、詰めが甘くなりやすい。,両面を見渡して調整できるため、バランスを取る力として活きる,迷いが長引き、決めきれず機会を逃す,具体的な社会貢献を通じて周囲に繁栄をもたらします,抽象的な理想を具体的な社会貢献へ繋げます,理想への執着を捨て変化に柔軟に対応すること,木星の拡大と海王星の理想が引き裂かれるため、詰めが甘くなる。,拡大と楽観と理想と曖昧さが引き合い、迷いが続き、決断が遅れて機会を逃す。揺れを抱えながらも選択を積み上げる流れが生まれる。,TRUE,conflict,high,0.8,0,0,木星の拡大と海王星の理想が引き裂かれるため、詰めが甘くなる
Jupiter,Pluto,conjunction,拡大と楽観と極端さと支配欲の一体化,拡大と楽観と極端さと支配欲が一体化する構造,集中力が高まり、勢いを成果に変える前進力として活きる,勢いが強まり、ブレーキが効かず行き過ぎを招く,圧倒的な力で大きな変革を導き周囲を再編します,大きな変革を主導し圧倒的な富や権力を生みます,権力の暴走を抑え社会全体の利益を優先すること,木星の拡大と冥王星の極端さが一体化し、拡大が散らかり、意識や行動が一点に定まりにくくなる,拡大と楽観と極端さと支配欲が一体化し、勢いが強まり、ブレーキが効かず行き過ぎを招く。強い一体感をどう使うかが人生の質を左右する。,TRUE,conflict,medium,0.6,0,0,木星の拡大と冥王星の極端さが一体化し、拡大が散らかり、意識や行動が一点に定まりにくくなる
Jupiter,Pluto,sextile,拡大と楽観と極端さと支配欲の協調,拡大と楽観と極端さと支配欲が協力し、踏み込む力が支えになる。,補い合う工夫ができ、実務で形にする力として活きる,合わせすぎて主体性が弱まり、判断が遅れる,洞察力で不透明な状況を好転させ周囲を救います,不透明な状況を好機に変える洞察力を発揮します,秘密主義を改め透明性の高い運営を心がけること,木星の拡大と冥王星の極端さが自然に流れ、余裕が増え、落ち着いて動きやすくなる,拡大と楽観と極端さと支配欲が協力し、補い合って具体化が進み、成果が形になる。工夫を積み重ねて現実に落とし込む流れが生まれる。,TRUE,support,low,0,0.6,0,木星の拡大と冥王星の極端さが自然に流れ、余裕が増え、落ち着いて動きやすくなる
